society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,extra_rooms,floorNum,agePossession,built_up_area,furnishing_type,luxury_score
shapoorji pallonji joyville gurugram,1.8,sector 102,11757.021554539517,3,3,3,0,5,Relatively New,1531.0,0,49
ats kocoon,1.6,sector 109,10322.58064516129,3,3,3,0,10,Relatively New,1550.0,0,86
mahindra aura,1.4,sector 110,9032.258064516129,3,3,3,0,10,Relatively New,1550.0,2,142
mahindra aura,1.8,sector 110,9729.72972972973,3,3,3+,1,7,Relatively New,1850.0,2,136
bestech park view spa next,2.7,sector 67,12693.935119887165,4,4,3+,2,9,Moderately Old,2127.0,2,149
dlf the skycourt,1.55,sector 86,8157.894736842105,3,3,3,0,5,Relatively New,1900.0,0,49
mapsko royale ville,1.15,sector 82,7098.765432098766,3,4,2,2,15,Relatively New,1620.0,2,104
emaar gurgaon greens,1.49,sector 102,11330.798479087453,3,3,3,0,10,Relatively New,1315.0,2,159
emaar imperial gardens,1.91,sector 102,12035.28670447385,3,4,2,2,17,Relatively New,1587.0,2,152
vatika city homes,1.05,sector 83,7152.58855585831,3,3,3,1,8,Moderately Old,1468.0,2,103
indiabulls centrum park,2.14,sector 103,7873.4363502575425,4,6,3+,1,7,Relatively New,2718.0,0,142
bestech park view residency,1.02,sector 2,7962.529274004683,2,2,3,0,11,Moderately Old,1281.0,0,92
bestech park view residency,0.56,sector 2,7756.232686980611,1,1,2,0,7,Moderately Old,722.0,0,92
ireo skyon,2.5,sector 60,17818.95937277263,2,3,2,1,4,Relatively New,1403.0,0,100
pioneer park,2.0,sector 61,13003.901170351106,3,3,3,0,24,Moderately Old,1538.0,2,75
dhoot time residency,2.2,sector 63,14157.014157014157,3,4,3+,1,8,Moderately Old,1554.0,2,61
experion the heartsong,1.65,sector 108,9315.087053722647,3,4,3,1,3,Moderately Old,1771.32,2,75
aipl the peaceful homes,1.6,sector 70a,11299.435028248588,2,2,2,0,22,Moderately Old,1416.0,0,86
vatika the seven lamps,0.85,sector 82,7227.891156462585,2,2,2,0,0,Relatively New,1176.0,2,49
emaar gurgaon greens,1.4,sector 102,10646.38783269962,3,3,3,1,3,Relatively New,1315.0,0,60
dlf wellington estate,2.09,sector 43,16151.46831530139,3,3,2,0,11,Old Property,1294.0,2,79
orchid petals,2.51,sector 49,13458.445040214476,3,3,3+,1,7,Old Property,1865.0,2,72
sunischit apartments,1.69,sector 54,8488.196885986941,3,3,3+,1,5,Old Property,1991.0,2,65
bestech park view residency,0.98,sector 2,7650.273224043716,2,2,3,0,11,Moderately Old,1281.0,2,83
experion the heartsong,2.0,sector 108,8000.0,4,4,3+,2,10,Relatively New,2500.0,2,174
orchid petals,1.95,sector 49,11941.212492345376,3,3,3,0,2,Old Property,1633.0,2,90
dlf carlton estate,2.1,sector 43,17031.6301703163,3,3,1,1,2,Old Property,1233.0,2,88
kiran residency,1.55,sector 56,8563.53591160221,3,3,3,1,5,Old Property,1810.0,2,52
vatika city,1.98,sector 49,11309.438811937742,3,4,3,1,9,Moderately Old,1750.75,2,101
the lions cghs,2.05,sector 56,7686.539182602175,4,4,3+,0,8,Moderately Old,2667.0,2,49
pgr shree kripaluji apartment,1.4,sector 52,5477.308294209703,3,3,3+,0,8,Relatively New,2556.0,2,80
ats tourmaline,1.4,sector 109,9549.795361527968,3,3,3+,1,8,Relatively New,1466.0,0,119
indiabulls centrum park,2.36,sector 103,8647.856357640161,4,6,3+,1,8,Relatively New,2729.0,2,159
ats kocoon,1.65,sector 109,10000.0,3,3,3,1,19,Relatively New,1650.0,2,159
puri diplomatic greens,2.65,sector 111,12703.739213806328,3,4,2,1,7,Relatively New,2086.0,2,159
ats triumph,2.63,sector 104,8906.197087707416,4,4,3+,1,21,Relatively New,2953.0,2,161
puri emerald bay,2.25,sector 104,9769.865392965698,3,4,3+,1,4,Relatively New,2303.0,2,159
ats triumph,2.55,sector 104,10163.411717815863,4,4,3+,1,21,Relatively New,2509.0,0,150
indiabulls centrum park,1.15,sector 103,9200.0,2,2,3,1,8,Relatively New,1250.0,2,135
sagar apartment,1.45,sector 56,7631.578947368421,3,3,3+,4,7,Old Property,1900.0,0,166
ats triumph,2.6,sector 104,8485.639686684073,4,4,3+,1,16,Relatively New,3064.0,2,150
emaar gurgaon greens,1.55,sector 102,11787.072243346007,3,4,3,1,7,Relatively New,1315.0,2,152
paras irene,1.2,sector 70a,9338.52140077821,2,2,3,0,6,Moderately Old,1285.0,0,42
shree vardhman victoria,1.55,sector 70,10150.622134905043,3,3,3,4,6,Relatively New,1527.0,0,49
shree vardhman victoria,1.65,sector 70,10805.500982318272,3,4,3,2,5,Relatively New,1527.0,2,49
ss the leaf,1.05,sector 85,7075.471698113208,2,2,3,1,6,Relatively New,1484.0,2,49
dlf regal gardens,1.29,sector 90,8376.623376623376,3,3,3,1,7,Relatively New,1540.0,0,174
pyramid urban,0.56,sector 67a,7197.943444730078,2,2,2,1,0,Relatively New,778.0,0,49
dlf regal gardens,1.26,sector 90,7636.363636363636,3,3,2,1,12,Relatively New,1650.0,0,8
ss the leaf,1.91,sector 85,4910.025706940874,4,6,3,1,6,Relatively New,3890.0,0,174
ss the leaf,2.2,sector 85,5612.244897959184,4,6,3,1,10,Relatively New,3920.0,0,174
ss the leaf,1.98,sector 85,8253.438932888703,3,4,3,1,12,Relatively New,2399.0,0,174
ss the leaf,1.11,sector 85,6809.815950920247,2,2,3,1,8,Relatively New,1630.0,0,174
dlf the ultima,2.25,sector 81,10765.55023923445,3,4,3+,1,11,Relatively New,2090.0,1,174
ss the coralwood,1.05,sector 84,6521.739130434783,3,3,3,1,6,Relatively New,1610.0,0,129
dlf the primus,2.6,sector 82a,14664.410603496897,4,4,3+,1,2,Relatively New,1773.0,0,38
ss the leaf,1.04,sector 85,6709.677419354839,2,2,3,1,17,New Property,1550.0,0,145
dlf regal gardens,1.25,sector 90,7921.419518377693,3,3,2,1,11,Relatively New,1578.0,0,14
experion windchants,3.4,sector 112,15277.05386509463,3,3,2,0,14,Relatively New,2225.56,2,159
dlf regal gardens,1.25,sector 90,8111.615833874108,3,3,3,1,28,Moderately Old,1541.0,0,38
pyramid urban homes 2,0.41,sector 86,7360.861759425493,2,2,1,4,7,New Property,557.0,0,49
vatika gurgaon,0.75,sector 83,6521.739130434783,2,2,2,1,19,Relatively New,1150.0,2,105
dlf regal gardens,1.7,sector 90,8478.802992518704,4,4,3+,1,15,Moderately Old,2005.0,0,38
tarc maceo,0.87,sector 91,7578.397212543554,2,2,2,1,9,Relatively New,1148.0,0,78
dlf regal gardens,1.25,sector 90,8698.677800974252,3,3,3,1,18,Moderately Old,1437.0,0,100
dlf the ultima,2.35,sector 81,15083.44030808729,3,4,3+,1,18,Relatively New,1558.0,0,106
ats triumph,1.73,sector 104,8349.420849420849,3,4,3+,1,15,Relatively New,2072.0,0,159
paras dews,0.97,sector 106,8083.333333333333,2,2,3,1,6,New Property,1200.0,2,174
paras dews,1.35,sector 106,6428.571428571428,4,4,3+,2,18,Relatively New,2100.0,2,174
pareena coban residences,1.32,sector 99a,7599.309153713299,3,5,3,1,11,New Property,1737.0,0,88
eldeco accolade,0.71,sohna road,6152.512998266898,2,2,3,0,10,Relatively New,1154.0,0,159
eldeco accolade,0.78,sohna road,5913.570887035633,2,2,2,1,7,Relatively New,1319.0,2,137
m3m golfestate,5.5,sector 65,19621.83374955405,3,4,3,1,3,Relatively New,2803.0,0,49
dlf the ultima,2.3,sector 81,12405.609492988135,3,4,3+,1,18,Relatively New,1854.0,2,174
sidhartha ncr one phase,0.43,sector 95,3307.6923076923076,2,2,2,0,6,Relatively New,1300.0,0,120
m3m woodshire,0.98,sector 107,7650.273224043716,2,2,3,1,7,Relatively New,1281.0,2,174
m3m woodshire,0.8,sector 107,6644.518272425249,2,2,3+,1,6,Relatively New,1204.0,2,174
ats triumph,2.65,sector 104,9294.984216064538,4,4,3+,1,10,Relatively New,2851.0,0,174
dlf exclusive floors,2.35,sector 43,15389.65291421087,3,3,2,1,1,Old Property,1527.0,2,102
m3m woodshire,1.29,sector 107,7633.136094674556,3,3,3+,1,1,Relatively New,1690.0,2,174
ats triumph,1.83,sector 104,9150.0,3,4,3+,1,10,Relatively New,2000.0,0,165
m3m woodshire,1.39,sector 107,6757.413709285366,3,4,3+,2,6,Relatively New,2057.0,2,174
vatika gurgaon,1.12,sector 83,9333.333333333336,3,3,2,4,4,Relatively New,1200.0,2,165
raheja vedaanta,0.65,sector 108,5263.1578947368425,2,2,2,1,5,Relatively New,1235.0,2,174
tarc maceo,1.5,sector 91,8398.6562150056,3,4,3+,2,3,Relatively New,1786.0,0,112
tarc maceo,1.9,sector 91,7707.9107505071,4,4,3,1,9,Relatively New,2465.0,0,120
the close north,2.35,sector 50,11750.0,3,3,3,1,8,Moderately Old,2000.0,2,149
ansal api celebrity suites,0.6,sector 2,9022.556390977443,1,1,1,0,5,Moderately Old,665.0,2,67
dlf ridgewood estate,2.0,sector 28,16129.032258064517,3,3,1,0,12,Old Property,1240.0,2,96
m3m skywalk,1.57,sector 74,12076.923076923076,2,2,3+,1,10,Relatively New,1300.0,0,137
corona optus,1.44,sector 37c,6512.890094979647,3,3,3+,1,8,New Property,2211.0,0,37
corona optus,1.26,sector 37c,9000.0,3,3,3,0,4,New Property,1400.0,0,28
m3m sierra 68,1.05,sector 68,8750.0,2,2,2,0,11,New Property,1200.0,2,127
parsvnath exotica,6.44,sector 53,20990.873533246417,4,4,3,1,7,Moderately Old,3068.0,2,80
pioneer araya,7.56,sector 62,18000.0,4,4,3+,2,23,Relatively New,4200.0,2,87
dlf trinity towers,3.8,sector 43,15510.204081632653,3,3,3+,2,1,Moderately Old,2450.0,2,68
dlf park place,6.75,sector 54,32514.450867052023,4,4,2,1,8,Moderately Old,2076.0,1,135
shree vardhman flora,0.65,sector 90,5306.122448979592,2,2,3,1,11,Relatively New,1225.0,2,49
ats tourmaline,1.75,sector 109,9738.452977184195,3,4,3+,1,7,Relatively New,1797.0,0,165
kiran residency,1.54,sector 56,8105.263157894737,3,4,3+,1,5,Old Property,1900.0,2,98
emaar gurgaon greens,1.4,sector 102,9377.093101138647,3,3,3,1,4,Relatively New,1493.0,2,83
shapoorji pallonji joyville gurugram,0.97,sector 102,11714.975845410629,2,2,2,0,12,Relatively New,828.0,0,100
shapoorji pallonji joyville gurugram,1.35,sector 102,10975.609756097561,2,2,2,0,9,Relatively New,1230.0,0,100
conscient heritage max,1.75,sector 102,9960.1593625498,3,4,3+,1,13,Relatively New,1757.0,2,94
indiabulls centrum park,2.2,sector 103,8455.034588777864,4,6,3+,1,4,Relatively New,2602.0,2,108
sobha city,2.45,sector 108,16780.821917808218,3,3,3,0,15,Relatively New,1460.0,0,49
paras dews,1.5,sector 106,9771.98697068404,4,6,3+,1,11,Relatively New,1535.0,0,174
la vida by tata housing,2.4,sector 113,12371.134020618556,3,4,3+,1,5,Relatively New,1940.0,0,49
la vida by tata housing,2.45,sector 113,12962.962962962964,3,3,3+,1,3,Relatively New,1890.0,0,174
la vida by tata housing,3.0,sector 113,12195.121951219513,3,3,3+,1,3,Relatively New,2460.0,0,167
la vida by tata housing,1.65,sector 113,11619.718309859154,3,2,2,0,3,Relatively New,1420.0,0,49
paras dews,0.88,sector 106,7857.142857142857,2,2,3+,0,3,Relatively New,1120.0,0,49
paras dews,0.88,sector 106,9361.702127659575,2,2,3+,0,1,Relatively New,940.0,0,49
paras dews,1.28,sector 106,10792.580101180438,3,4,3+,1,24,Relatively New,1186.0,0,49
paras dews,1.34,sector 106,8729.641693811074,4,5,3+,1,7,Relatively New,1535.0,0,49
paras dews,1.32,sector 106,8599.348534201954,4,5,3+,1,11,Relatively New,1535.0,0,49
paras dews,1.13,sector 106,9527.824620573354,3,4,3+,2,18,Relatively New,1186.0,0,49
pareena coban residences,1.38,sector 99a,6418.60465116279,4,5,3+,2,1,Relatively New,2150.0,0,49
pareena coban residences,1.16,sector 99a,6480.446927374302,3,3,3,2,3,Relatively New,1790.0,0,49
la vida by tata housing,2.33,sector 113,11105.815061963774,3,3,3,1,3,New Property,2098.0,0,174
la vida by tata housing,3.05,sector 113,11730.76923076923,3,4,3,1,15,New Property,2600.0,0,174
vatika lifestyle homes,1.25,sector 83,7557.436517533252,3,2,1,4,6,Relatively New,1654.0,1,174
mapsko mount ville,1.25,sector 79,10313.531353135313,3,3,2,2,1,Relatively New,1212.0,2,166
vatika lifestyle homes,1.05,sector 83,6612.090680100756,3,3,2,4,14,Relatively New,1588.0,2,174
mapsko mount ville,1.25,sector 79,10831.889081455805,3,3,3,2,22,Relatively New,1154.0,0,160
mapsko mount ville,1.1,sector 79,9532.06239168111,3,3,3,2,22,Relatively New,1154.0,2,135
emaar palm gardens,1.3,sector 83,9372.746935832733,3,3,3,1,16,Relatively New,1387.0,2,174
alpha corp gurgaonone,2.28,sector 84,7605.070046697797,4,4,3+,1,8,Relatively New,2998.0,0,61
ss the leaf,1.2,sector 85,10084.033613445377,2,2,2,2,4,Relatively New,1190.0,0,81
ss the leaf,1.22,sector 85,9384.615384615385,2,2,3,1,16,Relatively New,1300.0,0,81
ss the leaf,1.1,sector 85,9377.66410912191,2,2,3,1,12,Relatively New,1173.0,0,75
ss the leaf,1.15,sector 85,9105.304829770388,2,2,3,1,20,Relatively New,1263.0,0,107
mapsko mount ville,1.2,sector 79,10300.429184549355,3,3,3,2,18,Relatively New,1165.0,2,160
emaar palm gardens,1.4,sector 83,10093.727469358328,3,3,3,4,2,Relatively New,1387.0,2,174
vatika lifestyle homes,1.1,sector 83,6926.952141057935,3,3,2,3,8,Relatively New,1588.0,2,174
vatika city homes,1.0,sector 83,6349.206349206349,3,3,2,1,2,Relatively New,1575.0,2,174
alpha corp gurgaonone,1.52,sector 84,8925.42571931885,3,4,3,1,15,Relatively New,1703.0,0,92
emaar palm gardens,1.8,sector 83,11605.41586073501,3,4,3,4,4,Relatively New,1551.0,2,174
emaar palm gardens,1.6,sector 83,9557.94504181601,3,3,3+,4,6,Relatively New,1674.0,2,167
mapsko mount ville,1.55,sector 79,10946.327683615818,3,4,3,1,11,Relatively New,1416.0,2,152
mapsko mount ville,1.3,sector 79,10699.588477366255,3,3,2,2,6,Relatively New,1215.0,2,151
bestech park view grand spa,2.25,sector 81,9782.608695652174,3,4,3+,3,8,Relatively New,2300.0,2,122
orchid petals,4.79,sector 49,12862.5134264232,5,5,3+,3,14,Relatively New,3724.0,0,49
dlf regal gardens,1.25,sector 90,7575.757575757576,3,3,3,1,10,Relatively New,1650.0,2,38
tarc maceo,1.4,sector 91,8235.29411764706,3,3,3+,0,7,Relatively New,1700.0,0,76
godrej oasis,1.38,sector 88a,6010.452961672473,3,3,3+,1,7,Relatively New,2296.0,0,72
godrej oasis,1.3,sector 88a,6532.663316582914,3,3,3+,0,4,Relatively New,1990.0,0,79
godrej aria,1.0,sector 79,7692.307692307692,2,2,2,1,4,Relatively New,1300.0,0,49
godrej oasis,1.0,sector 88a,6207.324643078833,2,2,3,1,7,Relatively New,1611.0,0,72
godrej oasis,0.95,sector 88a,6542.699724517906,2,2,2,0,6,Relatively New,1452.0,0,79
ireo uptown,1.85,sector 66,12585.034013605442,2,3,3,2,16,Relatively New,1470.0,2,79
emaar mgf palm hills,1.65,sector 77,9348.44192634561,4,3,3,1,9,Relatively New,1765.0,0,100
m3m woodshire,1.32,sector 107,7508.532423208191,3,3,3,0,10,Relatively New,1758.0,0,117
m3m woodshire,1.02,sector 107,7348.703170028818,2,2,3,1,6,Relatively New,1388.0,0,112
sbtl caladium,1.88,sector 109,6799.276672694395,4,5,3,0,10,Relatively New,2765.0,0,110
conscient heritage max,2.15,sector 102,11053.984575835475,3,4,3,2,13,Relatively New,1945.0,0,101
puri diplomatic greens,2.58,sector 111,12958.312405826218,3,4,2,1,10,Moderately Old,1991.0,0,86
puri diplomatic greens,2.25,sector 111,14629.388816644994,3,3,2,0,12,Relatively New,1538.0,0,101
ats tourmaline,1.75,sector 109,8992.805755395684,3,4,3+,1,9,Relatively New,1946.0,0,94
experion the heartsong,0.93,sector 108,8010.335917312662,2,3,3,0,10,Relatively New,1161.0,0,81
experion windchants,4.75,sector 112,13950.07342143906,3,5,3+,1,4,Relatively New,3405.0,2,42
bestech altura,1.72,sector 79,10147.492625368732,3,4,3+,1,5,Relatively New,1695.0,2,174
tata primanti,6.75,sector 72,16875.0,4,4,3+,1,0,New Property,4000.0,2,174
emaar digihomes,2.45,sector 62,20416.666666666668,2,2,2,1,7,New Property,1200.0,1,174
ss the leaf,2.2,sector 85,8644.400785854617,4,5,3+,0,4,Relatively New,2545.0,0,106
tata primanti,5.25,sector 72,17500.0,4,4,3+,1,30,New Property,3000.0,2,174
tata primanti,5.0,sector 72,12500.0,4,4,3+,3,2,New Property,4000.0,2,174
tata primanti,5.0,sector 72,11111.111111111111,4,4,3+,4,2,Moderately Old,4500.0,2,174
la vida by tata housing,2.7,sector 113,12178.619756427604,3,4,3+,1,4,Relatively New,2217.0,2,49
bestech park view city,2.65,sector 48,12417.994376757264,4,4,3+,2,11,Moderately Old,2134.0,2,174
ambience creacions,1.65,sector 22,13750.0,2,2,2,2,9,Relatively New,1200.0,1,133
ambience creacions,2.55,sector 22,15937.5,3,3,3,1,8,Relatively New,1600.0,2,125
ambience creacions,2.55,sector 22,15937.5,3,3,3,0,5,Relatively New,1600.0,1,49
ambience creacions,4.3,sector 22,16538.46153846154,3,4,3+,2,6,Relatively New,2600.0,1,120
tulip violet,1.7,sector 69,9423.50332594235,4,4,2,4,10,Relatively New,1804.0,2,174
ambience creacions,2.4,sector 22,20000.0,2,2,2,1,8,Relatively New,1200.0,1,112
imperia the esfera,0.87,sector 37c,6692.307692307692,2,3,3+,1,5,Relatively New,1300.0,0,109
corona optus,1.25,sector 37c,9259.25925925926,3,3,3,1,4,Relatively New,1350.0,0,49
imperia the esfera,0.99,sector 37c,7071.428571428572,3,5,3+,1,5,Relatively New,1400.0,0,49
emaar gurgaon greens,1.39,sector 102,9310.113864701942,3,3,3,1,7,Relatively New,1493.0,2,21
the close north,2.7,sector 50,11250.0,3,3,3+,1,6,Moderately Old,2400.0,0,174
bptp terra,1.75,sector 37d,8333.333333333334,4,4,3,1,7,Relatively New,2100.0,2,120
bptp terra,1.55,sector 37d,7380.952380952381,4,3,3+,1,19,Relatively New,2100.0,2,131
bptp terra,1.6,sector 37d,8000.0,4,3,3+,1,7,Relatively New,2000.0,2,139
ats tourmaline,1.4,sector 109,9549.795361527968,3,3,3+,0,5,Relatively New,1466.0,0,44
bptp astaire gardens,1.8,sector 70a,9350.64935064935,3,3,3,1,3,Relatively New,1925.0,0,135
m3m woodshire,1.65,sector 107,6586.826347305389,4,5,3+,1,12,Relatively New,2505.0,0,21
unitech uniworld city,3.55,sector 30,14997.887621461767,3,5,3+,1,16,Old Property,2367.0,2,141
dlf the icon,6.0,sector 43,23474.17840375587,4,4,3+,1,18,Old Property,2556.0,2,150
bestech park view city,1.8,sector 48,9226.037929267042,3,4,3,1,3,Moderately Old,1951.0,2,76
aipl the peaceful homes,2.5,sector 70a,11753.643629525153,3,4,3,2,8,Relatively New,2127.0,2,174
hector trimurti heights,1.5,sector 39,5744.925315970892,4,3,3,1,10,Old Property,2611.0,1,49
vatika lifestyle homes,1.04,sector 83,6933.333333333333,3,2,2,0,2,Moderately Old,1500.0,0,95
pyramid urban,0.53,sector 67a,8066.971080669711,2,2,1,1,6,Relatively New,657.0,2,49
shree vardhman victoria,1.64,sector 70,10740.013097576946,3,5,3,1,8,Relatively New,1527.0,2,126
emaar mgf emerald floors premier,2.9,sector 65,16228.315612758814,4,4,3+,2,4,Relatively New,1787.0,2,152
emaar mgf emerald floors premier,2.36,sector 65,15807.099799062291,3,3,3,2,0,Relatively New,1493.0,2,159
dlf park place,4.85,sector 54,27170.868347338936,3,4,3+,1,6,Moderately Old,1785.0,1,158
vatika gurgaon,1.25,sector 83,6975.446428571428,3,3,2,1,2,Relatively New,1792.0,0,119
shree vardhman flora,0.92,sector 90,4245.5006922012,3,3,2,1,6,Relatively New,2167.0,2,49
dlf the ultima,2.7,sector 81,11523.687580025608,3,3,3,1,15,Relatively New,2343.0,2,49
shree vardhman flora,0.7,sector 90,4660.452729693741,2,3,2,1,7,Relatively New,1502.0,2,49
ss the leaf,1.25,sector 85,6463.288521199586,2,2,2,0,16,Relatively New,1934.0,2,49
ss the leaf,2.3,sector 85,9037.328094302555,4,4,3+,1,8,Relatively New,2545.0,0,21
ss the leaf,2.0,sector 85,9178.522257916475,3,4,3,1,8,Relatively New,2179.0,2,21
vatika gurgaon,1.08,sector 83,6878.980891719745,3,3,2,1,11,Relatively New,1570.0,0,19
emaar mgf emerald estate,1.73,sector 65,13708.399366085578,3,3,3,1,9,Relatively New,1262.0,1,159
emaar mgf emerald estate,1.3,sector 65,16009.852216748768,2,2,2,1,7,Relatively New,812.0,0,78
emaar mgf emerald floors premier,2.85,sector 65,15948.517067711247,4,4,3+,2,0,Relatively New,1787.0,2,151
emaar mgf emerald floors premier,2.25,sector 65,15070.32819825854,3,3,3+,2,3,Relatively New,1493.0,0,152
emaar mgf emerald floors premier,2.35,sector 65,15740.120562625587,3,3,3,2,2,Relatively New,1493.0,2,168
emaar mgf emerald floors premier,2.8,sector 65,15555.555555555555,4,4,3,1,2,Relatively New,1800.0,2,89
emaar mgf emerald floors premier,2.35,sector 65,15666.666666666666,3,3,3,2,2,Relatively New,1500.0,2,64
emaar mgf emerald floors premier,2.75,sector 65,15714.285714285714,4,4,3,2,3,Relatively New,1750.0,2,113
emaar mgf emerald floors premier,2.36,sector 65,15485.564304461943,3,3,3,2,2,Relatively New,1524.0,2,136
emaar mgf palm terraces select,3.4,sector 66,15384.615384615385,4,4,3+,1,2,Relatively New,2210.0,2,157
umang winter hills,0.8,sector 77,6878.761822871883,2,2,2,0,10,Relatively New,1163.0,2,49
.,7.0,gwal pahari,12891.34438305709,4,4,3+,1,6,Relatively New,5430.0,0,52
unitech fresco,1.8,sector 50,9625.668449197861,3,4,3+,1,6,Moderately Old,1870.0,2,174
the close north,2.65,sector 50,10728.744939271255,3,4,3+,1,6,Moderately Old,2470.0,2,174
vatika gurgaon,1.05,sector 83,6489.493201483313,3,3,3,1,3,Relatively New,1618.0,0,79
unitech fresco,1.88,sector 50,10502.793296089385,3,3,3+,1,14,Moderately Old,1790.0,2,174
alpha corp gurgaonone,1.15,sector 84,8449.669360764145,2,2,3,1,8,Relatively New,1361.0,2,37
vatika gurgaon,1.33,sector 83,6064.751481988144,4,4,3,1,3,Relatively New,2193.0,0,26
unitech harmony,2.6,sector 50,9629.62962962963,3,4,2,2,15,Relatively New,2700.0,2,174
the close north,2.97,sector 50,11423.076923076924,3,3,3+,1,8,Moderately Old,2600.0,2,174
tulip violet,1.8,sector 69,9895.547003848269,4,4,2,1,9,Relatively New,1819.0,2,165
tulip violet,1.78,sector 69,9785.596481583287,4,4,2,1,10,Relatively New,1819.0,2,156
tulip violet,1.52,sector 69,10644.257703081232,3,3,2,1,4,Relatively New,1428.0,2,156
tulip violet,1.55,sector 69,10854.341736694678,3,3,2,1,9,Relatively New,1428.0,2,165
