society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,extra_rooms,floorNum,agePossession,built_up_area,furnishing_type,luxury_score
signature global orchard avenue,0.36,sector 93,5960.264900662251,2,2,2,0,6,Relatively New,604.0,0,16
bestech park view grand spa,4.7,sector 81,7498.404594767071,4,4,3+,1,19,Relatively New,6268.0,2,140
bestech park view ananda,0.95,sector 81,8543.165467625899,2,2,2,0,2,Relatively New,1112.0,2,104
signature global orchard avenue,0.38,sector 93,5748.865355521936,2,2,2,0,7,Relatively New,661.0,0,16
vatika gurgaon,1.1,sector 83,7006.369426751592,3,3,3,1,12,Relatively New,1570.0,2,66
bestech park view sanskruti,1.55,sector 92,8587.257617728532,3,4,3,1,16,Relatively New,1805.0,2,60
bestech park view sanskruti,1.55,sector 92,8649.55357142857,3,3,3,1,17,Relatively New,1792.0,2,60
bestech park view sanskruti,2.0,sector 92,8153.281695882592,4,5,3+,1,12,Relatively New,2453.0,2,60
dlf the ultima,2.3,sector 81,12602.739726027397,3,4,3+,1,27,Relatively New,1825.0,2,119
ss the leaf,2.1,sector 85,8251.47347740668,4,5,3+,0,9,Relatively New,2545.0,2,67
vatika lifestyle homes,1.3,sector 83,5023.183925811438,3,3,1,0,6,Relatively New,2588.0,2,79
signature global synera,0.4,sector 81,6825.938566552901,2,2,1,0,12,Relatively New,586.0,0,23
tata primanti,3.3,sector 72,18333.333333333332,3,4,3+,1,15,New Property,1800.0,1,174
shree vardhman victoria,1.1,sector 70,10721.247563352827,2,2,2,1,0,New Property,1026.0,0,49
ss the leaf,1.2,sector 85,8048.289738430583,2,2,3+,1,9,Relatively New,1491.0,0,148
ss the leaf,2.15,sector 85,9087.066779374472,4,5,3+,1,6,Relatively New,2366.0,0,156
ss the leaf,2.0,sector 85,9871.668311944719,3,4,3,1,5,Relatively New,2026.0,0,156
ss the leaf,2.1,sector 85,10365.251727541954,3,4,3+,1,6,Relatively New,2026.0,0,156
ss the leaf,1.2,sector 85,8695.652173913044,2,2,3+,1,2,Relatively New,1380.0,0,156
ss the leaf,1.3,sector 85,9246.088193456615,2,2,3+,1,16,Relatively New,1406.0,0,148
ss the leaf,1.3,sector 85,8718.980549966465,2,2,3+,1,10,Relatively New,1491.0,0,148
ss the leaf,1.2,sector 85,8695.652173913044,2,2,3+,1,14,Relatively New,1380.0,0,141
ss the leaf,1.1,sector 85,7513.661202185793,2,2,3+,1,3,Relatively New,1464.0,0,143
ss the leaf,1.25,sector 85,8765.77840112202,2,2,3+,1,17,Relatively New,1426.0,0,156
ss the leaf,1.15,sector 85,8333.333333333334,2,2,3+,1,18,Relatively New,1380.0,0,156
aipl zen residences,1.75,sector 70a,10257.91324736225,3,4,3+,1,20,Relatively New,1706.0,1,49
shree vardhman victoria,1.65,sector 70,10805.500982318272,3,5,3,2,6,Relatively New,1527.0,0,167
puri emerald bay,2.55,sector 104,11072.51411202779,4,4,3+,1,5,Relatively New,2303.0,0,49
tata primanti,3.9,sector 72,15544.041450777202,4,4,3+,2,39,Relatively New,2509.0,0,49
m3m sierra 68,1.08,sector 68,9557.522123893805,2,2,3,0,1,Relatively New,1130.0,2,149
m3m ikonic,1.8,sector 68,9756.09756097561,3,3,3+,0,18,Relatively New,1845.0,2,126
m3m sierra 68,1.13,sector 68,9999.999999999998,2,2,3,0,9,Relatively New,1130.0,2,149
m3m ikonic,1.78,sector 68,9647.69647696477,3,3,3+,0,27,Relatively New,1845.0,2,126
m3m sierra 68,1.1,sector 68,9565.217391304348,2,2,3,0,1,Relatively New,1150.0,2,127
aipl the peaceful homes,2.5,sector 70a,14509.576320371445,3,3,3+,1,15,Relatively New,1723.0,2,174
ss the leaf,1.84,sector 85,9081.934846989141,3,4,3,1,8,Relatively New,2026.0,0,158
ss the leaf,1.18,sector 85,8309.859154929578,2,3,3,1,12,Relatively New,1420.0,2,150
shree vardhman victoria,1.63,sector 70,10674.525212835624,3,3,3,2,5,New Property,1527.0,0,49
adani m2k oyster grande,2.5,sector 102,8638.562543192813,4,5,3+,1,5,Relatively New,2894.0,0,76
m3m woodshire,1.45,sector 107,7631.578947368421,3,4,3+,1,7,Relatively New,1900.0,0,67
experion the heartsong,1.2,sector 108,9407.853990106074,3,3,3+,1,10,Relatively New,1275.53,0,93
experion the heartsong,1.6,sector 108,10664.604843063675,3,4,3+,1,3,Relatively New,1500.29,2,60
pyramid urban,0.62,sector 67a,10671.256454388984,2,2,2,0,2,Relatively New,581.0,0,64
pyramid urban,0.55,sector 67a,9466.437177280552,2,2,2,0,3,Relatively New,581.0,0,73
ireo skyon,2.85,sector 60,17378.048780487807,3,4,3+,1,5,Relatively New,1640.0,2,174
ss the leaf,1.31,sector 85,7189.901207464325,2,2,2,1,5,Relatively New,1822.0,0,89
ss the leaf,2.2,sector 85,9205.020920502093,4,5,3+,2,4,Relatively New,2390.0,0,174
experion windchants,3.0,sector 112,11538.461538461539,3,3,2,1,2,Relatively New,2600.0,2,49
dlf new town heights,1.3,sector 86,7580.174927113702,3,3,3,2,15,Relatively New,1715.0,2,49
adani m2k oyster grande,1.95,sector 102,8354.755784061697,3,4,3,2,9,Relatively New,2334.0,2,83
experion the heartsong,0.9,sector 108,9200.290320272328,2,3,3,1,2,Relatively New,978.23,0,94
m3m woodshire,1.2,sector 107,6857.142857142857,3,3,3,0,7,Relatively New,1750.0,2,49
signature global solera,0.36,sector 107,7258.064516129032,2,2,1,0,9,Relatively New,496.0,0,28
signature global solera,0.37,sector 107,7459.677419354839,2,2,1,0,10,Relatively New,496.0,0,73
signature global solera,0.5,sector 107,5882.35294117647,3,2,2,1,5,Relatively New,850.0,0,35
beverley park 1,8.44,sector 43,16880.0,4,5,3,1,9,Moderately Old,5000.0,1,117
mapsko royale ville,1.12,sector 82,7052.896725440807,3,3,2,1,12,Relatively New,1588.0,2,49
mapsko royale ville,1.12,sector 82,7466.666666666668,3,4,2,2,6,Relatively New,1500.0,0,174
signature global synera,0.39,sector 81,5847.076461769116,2,2,2,0,6,Relatively New,667.0,0,37
signature global synera,0.38,sector 81,8558.558558558558,1,1,2,0,3,Relatively New,444.0,0,43
shree vardhman victoria,1.65,sector 70,7614.213197969543,3,3,2,1,6,Relatively New,2167.0,0,72
shree vardhman victoria,1.15,sector 70,7666.666666666667,2,2,2,1,6,Relatively New,1500.0,0,85
ireo skyon,2.15,sector 60,17200.0,2,3,2,1,5,Relatively New,1250.0,2,49
tulip ivory,2.1,sector 70,9933.774834437087,4,5,3+,1,5,Moderately Old,2114.0,2,120
tulip ivory,2.0,sector 70,9460.73793755913,4,5,3+,1,6,Moderately Old,2114.0,2,95
orchid petals,1.9,sector 49,9471.585244267199,3,3,3,1,9,Moderately Old,2006.0,0,95
new sathi apartments,1.59,sector 54,7066.666666666667,3,3,3+,1,3,Moderately Old,2250.0,2,127
kanchanjanga tower,1.45,sector 56,8435.136707388016,3,3,3+,0,2,Moderately Old,1719.0,2,126
guru gram haryana cghs,1.39,sector 56,7997.698504027617,3,3,3,1,4,Moderately Old,1738.0,2,134
parsvnath exotica,5.0,sector 53,20000.0,3,4,3+,3,8,Relatively New,2500.0,2,49
sukhshanti apartment,1.65,sector 56,7742.843735335523,3,3,3+,1,5,Moderately Old,2131.0,2,134
ireo the corridors,1.6,sector 67a,11887.07280832095,3,3,2,1,3,New Property,1346.0,2,142
guru gram haryana cghs,1.38,sector 56,7225.130890052355,3,3,3,1,5,Moderately Old,1910.0,2,134
ireo the corridors,1.8,sector 67a,11605.41586073501,3,3,2,2,3,New Property,1551.0,2,150
ireo the corridors,1.62,sector 67a,12035.661218424964,3,3,2,1,4,New Property,1346.0,2,142
kiran residency,1.5,sector 56,6666.666666666667,3,5,3+,2,4,Moderately Old,2250.0,2,134
ireo the corridors,1.85,sector 67a,9531.1695002576,3,4,3,2,4,New Property,1941.0,2,150
ireo the corridors,1.8,sector 67a,11605.41586073501,3,3,3,2,6,New Property,1551.0,2,150
bptp terra,1.8,sector 37d,9077.155824508322,4,3,3,1,12,Relatively New,1983.0,2,144
shree vardhman victoria,1.62,sector 70,10609.037328094304,3,3,3,1,9,Relatively New,1527.0,0,96
bptp terra,1.78,sector 37d,8976.298537569339,4,3,3,1,10,Relatively New,1983.0,0,127
bptp terra,1.55,sector 37d,9456.98596705308,3,3,3+,0,11,Relatively New,1639.0,0,79
millenium bajrang society,2.5,sector 43,10425.35446205171,4,4,3+,0,2,Relatively New,2398.0,2,94
unitech uniworld gardens,2.15,sector 47,11025.641025641025,3,4,3+,1,10,Moderately Old,1950.0,0,49
experion windchants,5.6,sector 112,15290.77038177777,4,6,3+,1,15,Moderately Old,3662.34,2,157
emaar mgf palm hills,1.25,sector 77,9541.984732824427,3,4,3,2,3,Relatively New,1310.0,0,49
umang winter hills,1.1,sector 77,6014.215418261345,3,4,3+,1,9,Relatively New,1829.0,0,49
suncity platinum towers,6.0,sector 28,20113.97921555481,3,3,2,1,8,Moderately Old,2983.0,0,31
suncity platinum towers,7.0,sector 28,28135.048231511253,4,3,2,1,10,Moderately Old,2488.0,0,31
the penthouses at the hibiscus,8.5,sector 50,7650.076500765008,4,4,3,1,9,Moderately Old,11111.0,0,35
ss hibiscus,6.0,sector 50,15067.805123053742,4,3,3,1,5,Moderately Old,3982.0,0,31
the penthouses at the hibiscus,8.0,sector 50,8000.0,4,3,3,1,7,Moderately Old,10000.0,0,35
tata primanti,3.5,sector 72,13333.333333333334,4,5,3+,2,16,Relatively New,2625.0,0,31
tata primanti,4.0,sector 72,15214.910612400152,4,5,2,1,7,Moderately Old,2629.0,0,38
m3m golfestate,7.0,sector 65,16362.786348761103,3,3,2,1,12,Moderately Old,4278.0,0,60
m3m golfestate,13.2,sector 65,10800.196367206676,4,4,3,1,13,Moderately Old,12222.0,0,60
experion windchants,6.5,sector 112,13541.666666666666,4,5,3,0,11,Relatively New,4800.0,0,55
tata primanti,3.4,sector 72,17197.77440566515,3,4,3+,1,9,Moderately Old,1977.0,0,38
aipl the peaceful homes,2.6,sector 70a,10806.317539484622,3,2,2,1,12,Moderately Old,2406.0,0,52
tata primanti,3.5,sector 72,13333.333333333334,4,5,3+,2,10,Relatively New,2625.0,0,38
siddhartha apartment,0.72,sector 95,4000.0,3,3,2,1,4,Relatively New,1800.0,0,21
experion windchants,3.65,sector 112,13035.714285714286,3,5,2,1,3,Relatively New,2800.0,0,72
ramsons kshitij,0.28,sector 95,4034.582132564842,2,2,2,1,5,New Property,694.0,0,0
the close north,2.92,sector 50,11230.76923076923,3,3,3,1,10,Moderately Old,2600.0,2,174
unitech fresco,1.82,sector 50,9945.355191256831,3,3,3+,1,14,Moderately Old,1830.0,2,174
m3m the marina,1.02,sector 68,8160.0,2,2,2,1,11,Relatively New,1250.0,2,49
shree vardhman flora,0.65,sector 90,5319.148936170212,2,2,3,1,3,Relatively New,1222.0,0,106
gls avenue 51,0.39,sector 92,5469.845722300141,3,3,3+,0,6,Relatively New,713.0,0,104
dlf regal gardens,1.15,sector 90,6990.881458966565,3,3,3+,1,18,Relatively New,1645.0,2,130
emaar mgf emerald estate,1.42,sector 65,14059.405940594059,2,2,2,1,6,Relatively New,1010.0,2,174
orchid petals,2.35,sector 49,11576.354679802957,3,3,3,1,15,Relatively New,2030.0,0,49
orchid petals,2.38,sector 49,11547.792333818536,3,4,3,1,1,Relatively New,2061.0,0,49
dlf new town heights,1.15,sector 90,6582.71322266743,3,3,3+,2,9,Relatively New,1747.0,0,88
dlf new town heights,1.6,sector 90,7480.13090229079,4,4,3+,2,10,Relatively New,2139.0,0,88
dlf new town heights,1.28,sector 86,7356.3218390804595,3,4,3+,2,12,Moderately Old,1740.0,0,96
dlf new town heights,1.75,sector 90,7090.761750405187,4,4,3+,2,17,Relatively New,2468.0,0,88
dlf new town heights,1.75,sector 91,8181.3931743805515,4,4,3+,2,9,Relatively New,2139.0,0,88
puri diplomatic greens,2.65,sector 111,13216.957605985037,3,4,3+,4,19,Relatively New,2005.0,2,65
ats kocoon,2.22,sector 109,11935.483870967744,3,4,3,4,14,Relatively New,1860.0,2,45
ats triumph,1.85,sector 104,8928.57142857143,3,4,3+,4,14,Relatively New,2072.0,0,117
experion the heartsong,0.98,sector 108,10018.093904296535,2,3,3,4,12,Relatively New,978.23,2,31
indiabulls centrum park,2.45,sector 103,9415.833973866256,4,4,3,4,11,Relatively New,2602.0,0,38
indiabulls centrum park,1.34,sector 103,7768.115942028986,3,3,3+,4,12,Relatively New,1725.0,2,38
emaar imperial gardens,1.92,sector 102,8640.864086408641,3,3,3,4,12,Relatively New,2222.0,2,95
adani oyster greens,1.9,sector 102,9051.929490233444,3,3,3+,3,9,Relatively New,2099.0,2,0
adani m2k oyster grande,4.55,sector 102,9827.213822894168,4,4,3+,0,11,Relatively New,4630.0,2,60
emaar gurgaon greens,1.54,sector 102,11711.026615969582,3,3,3,1,12,Relatively New,1315.0,0,61
dlf new town heights,1.55,sector 86,7605.49558390579,4,4,3+,2,12,Moderately Old,2038.0,2,120
experion the heartsong,1.68,sector 108,12553.33298462964,3,3,3+,2,4,Relatively New,1338.29,2,86
aipl the peaceful homes,2.3,sector 70a,11819.116135662898,3,3,3,1,3,Relatively New,1946.0,2,124
bptp astaire gardens,0.97,sector 70a,7244.212098581031,3,3,3+,1,1,Relatively New,1339.0,0,149
dlf new town heights,1.9,sector 90,7698.541329011346,4,4,3+,2,7,Relatively New,2468.0,0,88
dlf new town heights,1.55,sector 90,7246.376811594203,4,4,3+,2,1,Relatively New,2139.0,0,81
dlf regal gardens,1.13,sector 90,7215.836526181352,3,3,3+,1,8,Relatively New,1566.0,0,72
shree vardhman flora,0.85,sector 90,5062.537224538416,3,4,3,2,3,Relatively New,1679.0,0,110
vatika city,2.64,sector 49,15079.251749250321,3,4,3+,2,2,Moderately Old,1750.75,2,140
vatika city,2.1,sector 49,13090.229079008883,3,3,3,1,9,Moderately Old,1604.25,2,132
shapoorji pallonji joyville gurugram,1.4,sector 102,10886.469673405909,2,2,3,0,0,Relatively New,1286.0,0,80
emaar gurgaon greens,1.45,sector 102,9711.98928332217,3,3,2,1,7,Relatively New,1493.0,2,169
dlf new town heights,1.2,sector 90,5597.014925373134,3,3,3+,2,8,Moderately Old,2144.0,0,59
viridian the plaza 106,0.39,sector 106,6878.306878306878,1,1,1,0,7,Relatively New,567.0,0,130
chd avenue,1.25,sector 71,7926.4426125554855,3,4,2,1,7,Relatively New,1577.0,2,160
puri emerald bay,1.59,sector 104,11332.858161083393,2,2,2,0,12,Relatively New,1403.0,0,121
puri diplomatic greens,5.25,sector 111,12892.927308447937,4,6,3+,1,7,Relatively New,4072.0,2,134
puri diplomatic greens,3.4,sector 111,12734.082397003745,4,5,3+,1,14,Relatively New,2670.0,0,94
experion windchants,3.29,sector 112,14782.79624004745,3,3,3+,1,2,Relatively New,2225.56,2,152
puri emerald bay,2.49,sector 104,11231.393775372126,3,3,3+,1,14,Relatively New,2217.0,2,129
conscient heritage max,1.75,sector 102,10011.441647597254,3,4,3+,1,16,Relatively New,1748.0,0,134
experion the heartsong,2.29,sector 108,8240.374235336452,4,5,3+,1,8,Relatively New,2779.0,0,95
conscient heritage max,2.15,sector 102,11053.984575835475,3,4,3+,2,18,Relatively New,1945.0,2,134
vatika the seven lamps,0.89,sector 82,7404.326123128119,2,2,2,1,14,Relatively New,1202.0,2,129
the close north,2.65,sector 50,10638.297872340425,3,3,3+,1,3,Moderately Old,2491.0,0,174
vatika the seven lamps,0.86,sector 82,6646.058732612056,2,2,2,1,12,Relatively New,1294.0,2,135
godrej,1.35,sector 79,9911.894273127753,3,3,2,0,7,Relatively New,1362.0,0,118
godrej aria,1.69,sector 79,9415.041782729804,3,3,2,0,7,Relatively New,1795.0,0,112
ats triumph,2.65,sector 104,9144.237405106971,4,4,3+,1,14,Relatively New,2898.0,2,21
ats triumph,1.75,sector 104,8595.284872298625,3,4,3+,4,12,Relatively New,2036.0,2,21
m3m woodshire,1.3,sector 107,8403.361344537816,3,3,3,1,7,Relatively New,1547.0,0,89
shapoorji pallonji joyville gurugram,1.75,sector 102,11945.392491467577,3,3,3,4,10,Relatively New,1465.0,0,49
dlf new town heights,1.25,sector 90,6480.041472265422,3,3,3+,2,5,Relatively New,1929.0,0,127
mapsko mount ville,1.2,sector 79,10398.613518197573,3,3,3+,0,24,Relatively New,1154.0,2,135
mapsko mount ville,1.5,sector 79,10593.22033898305,3,4,3+,1,11,Relatively New,1416.0,2,144
tulip violet,2.05,sector 69,10852.30280571731,4,4,2,0,0,Relatively New,1889.0,0,157
tulip violet,1.95,sector 69,10720.175920835623,4,4,2,0,0,Relatively New,1819.0,0,157
tulip violet,1.19,sector 69,7933.333333333333,2,3,1,1,0,Relatively New,1500.0,0,174
tulip violet,1.4,sector 69,10057.471264367816,3,3,1,0,12,Relatively New,1392.0,2,157
tulip violet,1.75,sector 69,8511.673151750972,3,4,2,0,0,Relatively New,2056.0,2,174
tulip violet,1.36,sector 69,10534.469403563131,3,3,1,1,12,Relatively New,1291.0,0,95
tulip violet,1.51,sector 69,11396.22641509434,3,3,2,1,0,Relatively New,1325.0,1,165
bestech park view grand spa,2.91,sector 81,9645.34305601591,4,5,2,1,6,Relatively New,3017.0,2,101
bestech park view ananda,1.1,sector 81,8339.651250947687,3,2,3+,0,5,Relatively New,1319.0,0,150
antriksh heights,0.85,sector 84,5445.227418321589,3,3,3+,1,10,Relatively New,1561.0,0,52
pyramid urban homes 2,0.41,sector 86,6137.724550898203,2,2,1,0,3,Relatively New,668.0,0,63
pivotal devaan,0.37,sector 84,6954.887218045113,2,2,1,0,5,Relatively New,532.0,0,73
antriksh heights,0.88,sector 84,5326.876513317191,3,3,3,1,16,Relatively New,1652.0,0,67
antriksh heights,0.9,sector 84,4909.983633387888,3,3,3,2,18,Relatively New,1833.0,0,59
tulip violet,1.43,sector 69,10957.854406130267,3,3,2,1,1,Relatively New,1305.0,0,86
tulip violet,1.38,sector 69,8074.897600936219,3,3,1,0,12,Relatively New,1709.0,0,174
tulip violet,2.0,sector 69,10587.612493382741,4,4,2,0,0,Relatively New,1889.0,0,157
tulip violet,1.55,sector 69,10652.920962199312,3,3,2,1,2,Relatively New,1455.0,2,86
tulip violet,1.46,sector 69,10224.089635854341,3,3,2,1,0,Relatively New,1428.0,2,174
tulip violet,1.68,sector 69,11125.827814569537,3,3,2,0,0,Relatively New,1510.0,0,157
tulip violet,1.2,sector 69,9819.967266775777,2,3,1,0,0,Relatively New,1222.0,0,150
tulip violet,1.66,sector 69,11201.079622132254,3,3,2,0,0,Relatively New,1482.0,0,157
tulip violet,1.6,sector 69,11204.481792717086,3,3,2,1,0,Relatively New,1428.0,0,166
tulip violet,1.76,sector 69,10513.73954599761,3,4,2,0,0,Relatively New,1674.0,0,157
antriksh heights,0.6,sector 84,5524.861878453039,2,2,2,0,14,Relatively New,1086.0,0,52
antriksh heights,0.92,sector 84,5569.007263922518,3,3,3,2,2,Relatively New,1652.0,0,67
antriksh heights,0.69,sector 84,5646.481178396071,2,2,3+,1,8,Relatively New,1222.0,0,59
dlf new town heights,1.51,sector 90,6392.887383573243,4,4,3+,2,6,Relatively New,2362.0,2,142
sare homes,0.65,sector 92,4129.606099110546,3,3,2,0,3,Relatively New,1574.0,0,6
sare crescent parc,0.51,sector 92,4509.2838196286475,3,2,2,0,2,Relatively New,1131.0,0,72
vatika iris floors,0.63,sector 82,6140.350877192983,2,2,3+,1,2,Relatively New,1026.0,0,110
dlf new town heights,1.54,sector 86,7199.625993454885,4,4,3+,3,21,Moderately Old,2139.0,0,80
bestech park view ananda,0.95,sector 81,8260.869565217392,2,2,2,0,13,Relatively New,1150.0,2,167
dlf regal gardens,1.21,sector 90,7653.3839342188485,3,3,3+,1,29,Relatively New,1581.0,0,95
dlf the ultima,2.2,sector 81,11578.947368421053,3,4,3+,1,7,Relatively New,1900.0,1,104
dlf regal gardens,1.65,sector 90,7452.574525745257,4,4,3+,0,15,Relatively New,2214.0,2,158
antriksh heights,0.9,sector 84,5447.941888619855,3,3,3,0,11,Relatively New,1652.0,0,87
antriksh heights,0.54,sector 84,4972.375690607735,2,2,3+,0,17,Relatively New,1086.0,0,81
antriksh heights,1.02,sector 84,5379.7468354430375,4,4,3+,2,11,Relatively New,1896.0,0,99
dlf regal gardens,1.78,sector 90,8877.80548628429,4,4,3+,0,12,Relatively New,2005.0,0,61
dlf regal gardens,1.29,sector 90,7099.614749587232,3,3,3+,1,12,Relatively New,1817.0,0,152
dlf regal gardens,1.25,sector 90,8028.259473346178,3,3,3,1,18,Relatively New,1557.0,0,72
dlf the ultima,2.5,sector 81,11737.089201877934,3,3,2,1,4,Relatively New,2130.0,1,82
aipl the peaceful homes,2.52,sector 70a,11847.672778561355,3,4,3,1,8,Relatively New,2127.0,0,174
central park flower valley,2.3,sector 33,11500.0,4,4,3+,2,5,New Property,2000.0,2,42
central park flower valley,1.55,sector 33,10734.072022160664,3,3,3+,0,7,New Property,1444.0,2,28
dlf new town heights,1.2,sector 90,6868.918145392101,3,3,3+,0,15,Relatively New,1747.0,0,37
dlf new town heights,1.65,sector 90,7713.884992987378,4,4,3+,1,15,Moderately Old,2139.0,2,137
mapsko mount ville,1.25,sector 79,7548.309178743962,3,3,3+,0,16,Relatively New,1656.0,2,49
mapsko mount ville,1.2,sector 79,8902.077151335312,3,3,3,0,24,Relatively New,1348.0,2,8
tulip leaf,2.06,sector 69,12560.975609756097,3,3,3,0,16,Relatively New,1640.0,0,49
tulip leaf,2.07,sector 69,12621.951219512195,3,3,3,0,16,Relatively New,1640.0,0,49
shree vardhman victoria,1.6,sector 70,7383.479464697739,3,5,3,1,6,Relatively New,2167.0,0,174
tulip violet,1.31,sector 69,9410.919540229885,3,3,2,1,12,Relatively New,1392.0,2,174
tulip violet,1.92,sector 69,13822.894168466522,4,4,2,0,0,Relatively New,1389.0,0,174
tulip violet,1.9,sector 69,10900.745840504876,4,4,2,1,6,Relatively New,1743.0,0,174
tulip violet,3.1,sector 69,11004.614838480653,4,6,3+,2,14,Relatively New,2817.0,0,174
tulip violet,1.4,sector 69,10174.418604651162,3,3,1,1,12,Relatively New,1376.0,0,174
tulip violet,1.44,sector 69,10427.226647356987,3,3,2,1,1,Relatively New,1381.0,0,174
tulip violet,3.05,sector 69,10679.271708683473,4,5,3+,2,14,Relatively New,2856.0,0,49
tulip violet,1.28,sector 69,8963.58543417367,3,3,2,1,12,Relatively New,1428.0,2,49
tulip violet,1.6,sector 69,11204.481792717086,3,3,2,1,0,Relatively New,1428.0,0,49
tulip violet,1.9,sector 69,10445.299615173171,4,4,2,0,0,Relatively New,1819.0,0,49
tulip violet,1.7,sector 69,11904.761904761905,3,3,2,1,0,Relatively New,1428.0,0,49
tulip violet,1.36,sector 69,9523.809523809525,3,3,2,1,12,Relatively New,1428.0,2,49
tulip violet,1.38,sector 69,9913.793103448275,3,3,1,0,12,Relatively New,1392.0,0,157
bestech park view ananda,1.15,sector 81,8505.917159763314,3,2,3+,0,12,Relatively New,1352.0,0,101
tulip violet,1.4,sector 69,9866.102889358703,3,3,1,0,12,Relatively New,1419.0,0,157
tulip violet,1.37,sector 69,9841.954022988508,3,3,1,0,12,Relatively New,1392.0,0,116
tulip violet,1.4,sector 69,9866.102889358703,3,3,1,1,12,Relatively New,1419.0,0,86
vatika emilia floors,0.65,sector 83,6842.105263157895,2,2,2,0,1,Relatively New,950.0,2,174
vatika emilia floors,0.6,sector 83,6060.606060606061,2,2,2,0,1,Relatively New,990.0,2,167
umang winter hills,0.75,sector 77,6355.932203389831,2,2,2,0,7,Relatively New,1180.0,2,174
bestech park view ananda,0.95,sector 81,7539.68253968254,2,2,2,0,14,Relatively New,1260.0,2,165
spaze privy at,1.24,sector 84,7515.151515151515,3,3,3,1,8,Relatively New,1650.0,2,158
antriksh heights,0.9,sector 84,5901.639344262295,3,3,3+,0,12,Relatively New,1525.0,0,166
mapsko mount ville,1.3,sector 79,10717.230008244023,3,3,3+,0,1,Relatively New,1213.0,2,140
antriksh heights,0.73,sector 84,7115.009746588694,2,2,3+,3,4,Relatively New,1026.0,0,158
dlf new town heights,1.26,sector 86,7212.3640526617055,3,3,3,2,5,Moderately Old,1747.0,0,113
dlf new town heights,1.25,sector 90,6480.041472265422,3,3,3+,2,6,Relatively New,1929.0,0,136
dlf new town heights,1.88,sector 90,6896.551724137931,4,4,3+,2,20,Relatively New,2726.0,0,145
dlf new town heights,1.3,sector 90,6739.243131156039,3,3,3+,2,10,Relatively New,1929.0,2,129
pyramid urban homes 2,0.44,sector 86,6586.826347305389,2,2,2,0,6,Relatively New,668.0,2,63
antriksh heights,0.84,sector 84,5381.165919282511,3,3,3+,1,8,New Property,1561.0,0,60
antriksh heights,0.79,sector 84,5060.858424087123,3,3,3+,0,8,New Property,1561.0,0,24
mapsko casa bella,1.38,sector 82,6015.693112467306,4,5,3+,1,20,Relatively New,2294.0,0,79
sobha city,2.6,sector 108,16795.865633074936,3,3,2,0,11,New Property,1548.0,0,49
tulip violet,1.7,sector 69,9345.794392523365,4,4,2,0,7,Relatively New,1819.0,0,128
tulip violet,1.7,sector 69,9345.794392523365,4,4,2,0,10,New Property,1819.0,0,125
tulip violet,1.4,sector 69,9803.921568627451,3,3,2,1,9,Relatively New,1428.0,0,120
tulip violet,1.68,sector 69,9235.843870258384,4,4,2,0,7,Relatively New,1819.0,0,127
tulip violet,1.7,sector 69,9345.794392523365,4,4,2,0,1,Relatively New,1819.0,0,126
tulip violet,1.4,sector 69,9803.921568627451,3,3,2,0,1,Relatively New,1428.0,0,95
ramprastha primera,1.2,sector 37d,12000.0,3,3,3,1,5,Relatively New,1000.0,0,50
godrej aria,0.96,sector 79,9486.166007905138,2,2,3,0,8,Relatively New,1012.0,0,49
microtek greenburg,1.3,sector 86,13771.186440677966,2,3,3,1,5,Relatively New,944.0,2,45
bestech park view sanskruti,1.6,sector 92,9065.15580736544,3,3,3,1,10,Relatively New,1765.0,2,60
microtek greenburg,1.93,sector 86,9332.688588007737,3,4,3,1,12,Relatively New,2068.0,0,72
bestech park view sanskruti,1.42,sector 92,8170.310701956271,3,3,2,0,10,Relatively New,1738.0,0,117
dlf the ultima,2.2,sector 81,11578.947368421053,3,4,3+,1,17,Relatively New,1900.0,1,49
dlf the skycourt,1.35,sector 86,7731.958762886598,3,3,1,0,9,Relatively New,1746.0,0,119
microtek greenburg,1.65,sector 86,9620.991253644315,3,4,3,1,8,Relatively New,1715.0,0,124
parsvnath green ville,1.42,sector 48,9511.051574012055,3,3,3,1,1,Moderately Old,1493.0,1,174
paras dews,1.1,sector 106,9274.87352445194,3,4,3+,1,8,Relatively New,1186.0,2,174
pareena coban residences,1.23,sector 99a,6806.862202545656,3,5,3,1,5,Relatively New,1807.0,0,99
bestech park view sanskruti,1.5,sector 92,8630.609896432681,3,3,3,1,3,Relatively New,1738.0,0,49
shree vardhman flora,0.65,sector 90,5527.210884353742,2,2,2,1,12,Old Property,1176.0,0,103
shree vardhman flora,0.64,sector 90,5337.781484570475,2,2,3,1,6,Old Property,1199.0,0,103
bptp terra,1.65,sector 37d,9711.595055915244,3,3,2,0,15,Relatively New,1699.0,0,116
bptp terra,1.17,sector 37d,9169.278996865203,2,2,2,0,0,Relatively New,1276.0,0,107
bptp terra,1.45,sector 37d,8846.857840146431,3,3,3,0,9,Relatively New,1639.0,0,107
shapoorji pallonji joyville gurugram,1.95,sector 102,12066.831683168317,3,3,3,1,6,New Property,1616.0,2,174
bestech park view grand spa,4.2,sector 81,11958.997722095672,4,4,3+,1,25,Relatively New,3512.0,2,90
bestech park view sanskruti,1.55,sector 92,8587.257617728532,3,4,3,1,8,Relatively New,1805.0,0,49
ss the leaf,1.58,sector 85,7094.746295464751,3,4,3,1,8,Relatively New,2227.0,0,159
