price,sector,built_up_area,bedRoom,bathroom,balcony,extra_rooms,agePossession,furnishing_type,luxury_category,floor_category
0.73,sohna road,978.0,2,2,3,1,Relatively New,0,Low,Mid Floor
0.71,sohna road,1131.0,2,2,3+,1,Relatively New,0,Low,Mid Floor
0.66,sohna road,978.0,2,2,3,1,Relatively New,0,Low,High Floor
0.9,sohna road,1599.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
0.78,sohna road,1344.0,3,3,3,1,Relatively New,0,High,Low Floor
0.7,sohna road,1281.0,3,3,3,1,Relatively New,0,High,Low Floor
0.53,sohna road,939.0,2,2,2,1,Relatively New,0,High,Low Floor
0.52,sohna road,913.0,2,2,2,1,Relatively New,0,High,Mid Floor
0.91,sohna road,1599.0,3,3,3,1,Relatively New,0,High,Low Floor
0.53,sohna road,913.0,2,2,2,1,Relatively New,0,High,Low Floor
1.2,sector 37c,1635.0,3,4,3,0,Relatively New,0,Medium,Mid Floor
1.22,sector 37c,1665.0,3,4,3,0,Relatively New,0,Medium,Mid Floor
1.4,sector 37c,1890.0,3,3,3+,1,Relatively New,0,Medium,Mid Floor
0.73,sohna road,1148.0,2,2,3,1,Relatively New,0,Medium,Mid Floor
0.72,sohna road,1131.0,2,2,3+,1,Relatively New,0,High,High Floor
0.72,sohna road,1404.0,2,2,3,0,Relatively New,0,High,Mid Floor
0.72,sohna road,1095.0,2,2,3,1,Relatively New,0,High,Mid Floor
0.54,sohna road,939.0,2,2,2,1,Relatively New,0,High,Mid Floor
0.67,sohna road,1095.0,2,2,3,1,Relatively New,0,Medium,Mid Floor
0.78,sohna road,1344.0,3,3,3,1,Relatively New,0,High,Mid Floor
0.65,sohna road,1043.0,2,2,2,1,Relatively New,0,Medium,Low Floor
3.5,sector 111,2700.0,4,5,3+,1,Relatively New,2,Low,Mid Floor
4.85,sector 66,3500.0,4,4,3+,4,Relatively New,2,High,High Floor
1.9,sector 90,2512.0,4,4,3+,2,Relatively New,2,High,High Floor
1.56,sector 99a,1807.0,3,5,3,2,New Property,0,Low,Mid Floor
4.0,sector 72,2800.0,4,5,3+,1,Relatively New,2,High,Mid Floor
3.0,sector 67,1900.0,3,3,3+,1,Relatively New,2,High,Mid Floor
3.3,sector 72,2000.0,3,3,3+,1,Relatively New,2,High,Mid Floor
2.1,sector 66,1800.0,3,4,2,1,Relatively New,2,High,High Floor
1.9,sector 66,1850.0,3,4,2,1,Relatively New,2,High,Mid Floor
2.4,sector 66,1700.0,3,2,3,1,Relatively New,2,High,Mid Floor
1.52,sector 74,1250.0,2,2,3,1,Relatively New,0,High,Mid Floor
1.48,sector 74,1300.0,2,2,3,1,Relatively New,0,High,High Floor
2.29,sector 81,2315.0,3,4,3+,2,Relatively New,1,High,Mid Floor
4.0,sector 58,1958.0,3,4,3,1,Old Property,2,Low,Mid Floor
3.6,sector 110,3077.0,4,5,3,1,Relatively New,0,High,Mid Floor
1.38,gwal pahari,1294.0,3,3,2,0,Relatively New,2,High,Low Floor
2.2,sector 109,1860.0,3,4,3,1,Relatively New,0,High,High Floor
4.49,sector 110,3511.0,5,5,3+,1,Relatively New,0,High,Mid Floor
3.49,sector 110,3077.0,4,5,3,1,Relatively New,0,High,Mid Floor
3.7,sector 110,3077.0,4,5,3,1,Relatively New,0,High,Mid Floor
1.42,sector 102,1314.0,3,3,3,1,Relatively New,0,Low,Mid Floor
4.5,sector 67,3160.0,4,4,3+,2,Relatively New,2,Low,Low Floor
1.85,sector 104,2072.0,3,3,3+,1,Relatively New,0,High,High Floor
2.62,sector 104,2851.0,4,4,3+,1,Relatively New,0,High,High Floor
1.1,sector 83,1600.0,3,3,3+,0,Relatively New,2,Medium,Mid Floor
1.33,sector 79,1411.0,2,2,3,1,Relatively New,0,High,Mid Floor
1.34,sector 79,1423.0,2,2,3,1,Relatively New,0,High,Low Floor
1.18,sector 79,1252.0,2,2,3,0,Relatively New,0,High,Mid Floor
0.95,sector 83,1300.0,2,2,3,0,Relatively New,2,Medium,Mid Floor
0.98,sector 83,1300.0,2,2,3,0,Relatively New,2,Medium,Mid Floor
1.15,sector 106,1186.0,3,4,3+,2,Relatively New,2,High,High Floor
0.9,sector 69,1473.0,3,2,3,1,Relatively New,0,Medium,Mid Floor
2.52,sector 104,2800.0,4,4,3+,2,Relatively New,2,High,High Floor
2.01,sector 79,2141.0,3,4,3+,1,Relatively New,0,High,Mid Floor
1.93,sector 79,2047.0,3,4,3+,1,Relatively New,0,High,Mid Floor
1.28,sector 79,1362.0,3,3,3,0,Relatively New,0,High,Mid Floor
1.91,sector 79,2031.0,3,4,3+,1,Relatively New,0,High,Mid Floor
1.34,sector 79,1423.0,3,3,3,0,Relatively New,0,High,Mid Floor
1.7,sector 109,1550.0,3,3,3,0,Relatively New,0,Medium,High Floor
3.5,sector 66,2125.0,3,3,3,2,Moderately Old,2,Medium,Mid Floor
1.83,sector 92,2104.0,4,3,3,1,New Property,0,Medium,Mid Floor
1.25,sector 90,1608.0,3,4,3+,1,Old Property,1,Low,Low Floor
1.8,sector 83,1667.0,3,4,3+,1,Relatively New,2,Medium,Mid Floor
1.4,sector 83,1582.0,3,3,3,1,Relatively New,1,Medium,High Floor
1.54,sector 74,1200.0,2,2,3+,1,Relatively New,0,Medium,High Floor
6.0,sector 53,2217.0,3,4,3+,2,Moderately Old,2,Low,Mid Floor
4.85,sector 54,1697.0,3,4,3+,1,Relatively New,2,Low,High Floor
4.86,sector 54,1697.0,3,4,3+,1,Relatively New,2,Low,Mid Floor
5.15,sector 48,2364.0,3,3,3+,1,Moderately Old,1,Medium,Mid Floor
9.3,sector 48,3831.0,4,4,3+,4,Moderately Old,2,Medium,Mid Floor
1.78,sector 48,1526.0,3,4,2,2,Relatively New,0,Medium,Mid Floor
1.79,sector 49,1556.0,3,3,3,1,Old Property,0,Low,Mid Floor
1.44,sector 55,1700.0,3,3,2,1,Moderately Old,2,Low,Mid Floor
1.59,sector 56,1900.0,4,3,3+,1,Old Property,2,Low,Mid Floor
1.99,sector 56,2000.0,4,4,3+,2,Old Property,2,Medium,Mid Floor
1.54,sector 56,1920.0,3,3,2,2,Old Property,2,Medium,Mid Floor
1.39,sector 56,1750.0,3,2,3,2,Old Property,2,Medium,Mid Floor
1.74,sector 56,2400.0,3,3,3+,2,Old Property,2,Medium,Low Floor
1.28,sector 102,1100.0,2,2,3,0,Relatively New,0,Low,Mid Floor
1.72,sector 109,1797.0,3,4,3+,1,Relatively New,0,High,Mid Floor
1.5,sector 109,1466.0,3,3,3+,0,Relatively New,0,High,Mid Floor
1.41,sector 102,1238.0,2,2,3,1,Relatively New,0,Low,Low Floor
3.5,sultanpur,1900.0,3,3,2,1,Moderately Old,2,High,Mid Floor
1.5,sector 109,1797.0,3,4,3+,1,Relatively New,2,Low,Mid Floor
1.45,sector 109,1797.0,3,4,3+,1,Relatively New,0,Medium,Mid Floor
2.13,sector 85,2600.0,4,4,3,0,Relatively New,0,Low,Low Floor
2.0,sector 85,2300.0,3,4,3,1,Relatively New,0,Low,Mid Floor
2.1,sector 85,2600.0,4,4,3,3,Relatively New,0,Low,Mid Floor
2.13,sector 85,2600.0,4,4,3,0,Relatively New,0,Low,Mid Floor
1.25,sector 85,1730.0,2,2,3,0,Relatively New,0,Low,Mid Floor
1.19,sector 83,1630.0,2,2,3,0,Relatively New,0,Low,Mid Floor
1.17,sector 85,1660.0,2,2,3,0,Relatively New,0,Low,High Floor
2.09,sector 85,2600.0,4,4,3,3,Relatively New,0,Low,Mid Floor
2.17,sector 85,2600.0,4,4,3,3,Relatively New,0,Low,Mid Floor
2.14,sector 85,2300.0,4,4,3,3,Relatively New,0,Low,Mid Floor
2.1,sector 85,2600.0,4,4,3,0,Relatively New,0,Low,Low Floor
1.98,sector 85,2300.0,3,4,3,0,Relatively New,0,Low,Mid Floor
1.24,sector 85,1730.0,2,2,3,0,Relatively New,0,Low,Mid Floor
1.18,sector 85,1630.0,2,2,3,0,Relatively New,0,Low,Mid Floor
1.2,sector 85,1660.0,2,2,3,0,Relatively New,0,Low,High Floor
1.19,sector 85,1670.0,2,2,3,0,Relatively New,0,Low,High Floor
2.09,sector 49,1633.0,3,3,3,0,Relatively New,0,Low,Low Floor
2.45,sector 49,1865.0,3,3,3,1,Relatively New,0,Low,Low Floor
2.23,sector 49,1840.0,3,3,3,1,Relatively New,0,Low,High Floor
4.21,sector 49,3219.0,5,6,3+,2,Relatively New,0,Low,High Floor
4.16,sector 49,3219.0,5,4,3+,2,Relatively New,0,Low,High Floor
4.52,sector 49,3724.0,5,5,3+,3,Moderately Old,0,Low,High Floor
0.95,sector 79,1611.0,2,2,3,0,Relatively New,2,High,Mid Floor
1.5,sector 66,1330.0,2,3,3,2,Relatively New,2,Medium,Low Floor
5.0,sector 59,4254.0,4,4,3+,4,Relatively New,2,High,High Floor
4.0,sector 72,2701.0,4,5,3+,1,Relatively New,2,High,High Floor
0.36,sector 93,604.0,2,2,2,0,Relatively New,0,Low,Mid Floor
4.7,sector 81,6268.0,4,4,3+,1,Relatively New,2,Medium,High Floor
0.95,sector 81,1112.0,2,2,2,0,Relatively New,2,Medium,Low Floor
0.38,sector 93,661.0,2,2,2,0,Relatively New,0,Low,Mid Floor
1.1,sector 83,1570.0,3,3,3,1,Relatively New,2,Medium,High Floor
1.55,sector 92,1805.0,3,4,3,1,Relatively New,2,Medium,High Floor
1.55,sector 92,1792.0,3,3,3,1,Relatively New,2,Medium,High Floor
2.0,sector 92,2453.0,4,5,3+,1,Relatively New,2,Medium,High Floor
2.3,sector 81,1825.0,3,4,3+,1,Relatively New,2,Medium,High Floor
2.1,sector 85,2545.0,4,5,3+,0,Relatively New,2,Medium,Mid Floor
1.3,sector 83,2588.0,3,3,1,0,Relatively New,2,Medium,Mid Floor
0.4,sector 81,586.0,2,2,1,0,Relatively New,0,Low,High Floor
3.3,sector 72,1800.0,3,4,3+,1,New Property,1,High,High Floor
1.1,sector 70,1026.0,2,2,2,1,New Property,0,Low,Low Floor
1.2,sector 85,1491.0,2,2,3+,1,Relatively New,0,Medium,Mid Floor
2.15,sector 85,2366.0,4,5,3+,1,Relatively New,0,High,Mid Floor
2.0,sector 85,2026.0,3,4,3,1,Relatively New,0,High,Mid Floor
2.1,sector 85,2026.0,3,4,3+,1,Relatively New,0,High,Mid Floor
1.2,sector 85,1380.0,2,2,3+,1,Relatively New,0,High,Low Floor
1.3,sector 85,1406.0,2,2,3+,1,Relatively New,0,Medium,High Floor
1.3,sector 85,1491.0,2,2,3+,1,Relatively New,0,Medium,Mid Floor
1.2,sector 85,1380.0,2,2,3+,1,Relatively New,0,Medium,High Floor
1.1,sector 85,1464.0,2,2,3+,1,Relatively New,0,Medium,Mid Floor
1.25,sector 85,1426.0,2,2,3+,1,Relatively New,0,High,High Floor
1.15,sector 85,1380.0,2,2,3+,1,Relatively New,0,High,High Floor
1.75,sector 70a,1706.0,3,4,3+,1,Relatively New,1,Low,High Floor
1.65,sector 70,1527.0,3,5,3,2,Relatively New,0,High,Mid Floor
2.55,sector 104,2303.0,4,4,3+,1,Relatively New,0,Low,Mid Floor
3.9,sector 72,2509.0,4,4,3+,2,Relatively New,0,Low,High Floor
1.08,sector 68,1130.0,2,2,3,0,Relatively New,2,Medium,Low Floor
1.8,sector 68,1845.0,3,3,3+,0,Relatively New,2,Medium,High Floor
1.13,sector 68,1130.0,2,2,3,0,Relatively New,2,Medium,Mid Floor
1.78,sector 68,1845.0,3,3,3+,0,Relatively New,2,Medium,High Floor
1.1,sector 68,1150.0,2,2,3,0,Relatively New,2,Medium,Low Floor
2.5,sector 70a,1723.0,3,3,3+,1,Relatively New,2,High,High Floor
1.84,sector 85,2026.0,3,4,3,1,Relatively New,0,High,Mid Floor
1.18,sector 85,1420.0,2,3,3,1,Relatively New,2,High,High Floor
1.63,sector 70,1527.0,3,3,3,2,New Property,0,Low,Mid Floor
2.5,sector 102,2894.0,4,5,3+,1,Relatively New,0,Medium,Mid Floor
1.45,sector 107,1900.0,3,4,3+,1,Relatively New,0,Medium,Mid Floor
1.2,sector 108,1275.53,3,3,3+,1,Relatively New,0,Medium,Mid Floor
1.6,sector 108,1500.29,3,4,3+,1,Relatively New,2,Medium,Mid Floor
0.62,sector 67a,581.0,2,2,2,0,Relatively New,0,Medium,Low Floor
0.55,sector 67a,581.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
2.85,sector 60,1640.0,3,4,3+,1,Relatively New,2,High,Mid Floor
1.31,sector 85,1822.0,2,2,2,1,Relatively New,0,Medium,Mid Floor
2.2,sector 85,2390.0,4,5,3+,2,Relatively New,0,High,Mid Floor
3.0,sector 112,2600.0,3,3,2,1,Relatively New,2,Low,Low Floor
1.3,sector 86,1715.0,3,3,3,2,Relatively New,2,Low,High Floor
1.95,sector 102,2334.0,3,4,3,2,Relatively New,2,Medium,Mid Floor
0.9,sector 108,978.23,2,3,3,1,Relatively New,0,Medium,Low Floor
1.2,sector 107,1750.0,3,3,3,0,Relatively New,2,Low,Mid Floor
0.36,sector 107,496.0,2,2,1,0,Relatively New,0,Low,Mid Floor
0.37,sector 107,496.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
0.5,sector 107,850.0,3,2,2,1,Relatively New,0,Low,Mid Floor
8.44,sector 43,5000.0,4,5,3,1,Moderately Old,1,Medium,Mid Floor
1.12,sector 82,1588.0,3,3,2,1,Relatively New,2,Low,High Floor
1.12,sector 82,1500.0,3,4,2,2,Relatively New,0,High,Mid Floor
0.39,sector 81,667.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.38,sector 81,444.0,1,1,2,0,Relatively New,0,Low,Mid Floor
1.65,sector 70,2167.0,3,3,2,1,Relatively New,0,Medium,Mid Floor
1.15,sector 70,1500.0,2,2,2,1,Relatively New,0,Medium,Mid Floor
2.15,sector 60,1250.0,2,3,2,1,Relatively New,2,Low,Mid Floor
2.1,sector 70,2114.0,4,5,3+,1,Moderately Old,2,Medium,Mid Floor
2.0,sector 70,2114.0,4,5,3+,1,Moderately Old,2,Medium,Mid Floor
1.9,sector 49,2006.0,3,3,3,1,Moderately Old,0,Medium,Mid Floor
1.59,sector 54,2250.0,3,3,3+,1,Moderately Old,2,Medium,Mid Floor
1.45,sector 56,1719.0,3,3,3+,0,Moderately Old,2,Medium,Low Floor
1.39,sector 56,1738.0,3,3,3,1,Moderately Old,2,Medium,Mid Floor
5.0,sector 53,2500.0,3,4,3+,3,Relatively New,2,Low,Mid Floor
1.65,sector 56,2131.0,3,3,3+,1,Moderately Old,2,Medium,Mid Floor
1.6,sector 67a,1346.0,3,3,2,1,New Property,2,Medium,Mid Floor
1.38,sector 56,1910.0,3,3,3,1,Moderately Old,2,Medium,Mid Floor
1.8,sector 67a,1551.0,3,3,2,2,New Property,2,High,Mid Floor
1.62,sector 67a,1346.0,3,3,2,1,New Property,2,Medium,Mid Floor
1.5,sector 56,2250.0,3,5,3+,2,Moderately Old,2,Medium,Mid Floor
1.85,sector 67a,1941.0,3,4,3,2,New Property,2,High,Mid Floor
1.8,sector 67a,1551.0,3,3,3,2,New Property,2,High,Mid Floor
1.8,sector 37d,1983.0,4,3,3,1,Relatively New,2,Medium,High Floor
1.62,sector 70,1527.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
1.78,sector 37d,1983.0,4,3,3,1,Relatively New,0,Medium,Mid Floor
1.55,sector 37d,1639.0,3,3,3+,0,Relatively New,0,Medium,High Floor
2.5,sector 43,2398.0,4,4,3+,0,Relatively New,2,Medium,Low Floor
2.15,sector 47,1950.0,3,4,3+,1,Moderately Old,0,Low,Mid Floor
5.6,sector 112,3662.34,4,6,3+,1,Moderately Old,2,High,High Floor
1.25,sector 77,1310.0,3,4,3,2,Relatively New,0,Low,Mid Floor
1.1,sector 77,1829.0,3,4,3+,1,Relatively New,0,Low,Mid Floor
6.0,sector 28,2983.0,3,3,2,1,Moderately Old,0,Low,Mid Floor
7.0,sector 28,2488.0,4,3,2,1,Moderately Old,0,Low,Mid Floor
8.5,sector 50,11111.0,4,4,3,1,Moderately Old,0,Low,Mid Floor
6.0,sector 50,3982.0,4,3,3,1,Moderately Old,0,Low,Mid Floor
8.0,sector 50,10000.0,4,3,3,1,Moderately Old,0,Low,Mid Floor
3.5,sector 72,2625.0,4,5,3+,2,Relatively New,0,Low,High Floor
4.0,sector 72,2629.0,4,5,2,1,Moderately Old,0,Low,Mid Floor
7.0,sector 65,4278.0,3,3,2,1,Moderately Old,0,Medium,High Floor
13.2,sector 65,12222.0,4,4,3,1,Moderately Old,0,Medium,High Floor
6.5,sector 112,4800.0,4,5,3,0,Relatively New,0,Medium,High Floor
3.4,sector 72,1977.0,3,4,3+,1,Moderately Old,0,Low,Mid Floor
2.6,sector 70a,2406.0,3,2,2,1,Moderately Old,0,Medium,High Floor
3.5,sector 72,2625.0,4,5,3+,2,Relatively New,0,Low,Mid Floor
0.72,sector 95,1800.0,3,3,2,1,Relatively New,0,Low,Mid Floor
3.65,sector 112,2800.0,3,5,2,1,Relatively New,0,Medium,Mid Floor
0.28,sector 95,694.0,2,2,2,1,New Property,0,Low,Mid Floor
2.92,sector 50,2600.0,3,3,3,1,Moderately Old,2,High,Mid Floor
1.82,sector 50,1830.0,3,3,3+,1,Moderately Old,2,High,High Floor
1.02,sector 68,1250.0,2,2,2,1,Relatively New,2,Low,High Floor
0.65,sector 90,1222.0,2,2,3,1,Relatively New,0,Medium,Mid Floor
0.39,sector 92,713.0,3,3,3+,0,Relatively New,0,Medium,Mid Floor
1.15,sector 90,1645.0,3,3,3+,1,Relatively New,2,Medium,High Floor
1.42,sector 65,1010.0,2,2,2,1,Relatively New,2,High,Mid Floor
2.35,sector 49,2030.0,3,3,3,1,Relatively New,0,Low,High Floor
2.38,sector 49,2061.0,3,4,3,1,Relatively New,0,Low,Low Floor
1.15,sector 90,1747.0,3,3,3+,2,Relatively New,0,Medium,Mid Floor
1.6,sector 90,2139.0,4,4,3+,2,Relatively New,0,Medium,Mid Floor
1.28,sector 86,1740.0,3,4,3+,2,Moderately Old,0,Medium,High Floor
1.75,sector 90,2468.0,4,4,3+,2,Relatively New,0,Medium,High Floor
1.75,sector 91,2139.0,4,4,3+,2,Relatively New,0,Medium,Mid Floor
2.65,sector 111,2005.0,3,4,3+,4,Relatively New,2,Medium,High Floor
2.22,sector 109,1860.0,3,4,3,4,Relatively New,2,Low,High Floor
1.85,sector 104,2072.0,3,4,3+,4,Relatively New,0,Medium,High Floor
0.98,sector 108,978.23,2,3,3,4,Relatively New,2,Low,High Floor
2.45,sector 103,2602.0,4,4,3,4,Relatively New,0,Low,High Floor
1.34,sector 103,1725.0,3,3,3+,4,Relatively New,2,Low,High Floor
1.92,sector 102,2222.0,3,3,3,4,Relatively New,2,Medium,High Floor
1.9,sector 102,2099.0,3,3,3+,3,Relatively New,2,Low,Mid Floor
4.55,sector 102,4630.0,4,4,3+,0,Relatively New,2,Medium,High Floor
1.54,sector 102,1315.0,3,3,3,1,Relatively New,0,Medium,High Floor
1.55,sector 86,2038.0,4,4,3+,2,Moderately Old,2,Medium,High Floor
1.68,sector 108,1338.29,3,3,3+,2,Relatively New,2,Medium,Mid Floor
2.3,sector 70a,1946.0,3,3,3,1,Relatively New,2,Medium,Mid Floor
0.97,sector 70a,1339.0,3,3,3+,1,Relatively New,0,Medium,Low Floor
1.9,sector 90,2468.0,4,4,3+,2,Relatively New,0,Medium,Mid Floor
1.55,sector 90,2139.0,4,4,3+,2,Relatively New,0,Medium,Low Floor
1.13,sector 90,1566.0,3,3,3+,1,Relatively New,0,Medium,Mid Floor
0.85,sector 90,1679.0,3,4,3,2,Relatively New,0,Medium,Mid Floor
2.64,sector 49,1750.75,3,4,3+,2,Moderately Old,2,Medium,Low Floor
2.1,sector 49,1604.25,3,3,3,1,Moderately Old,2,Medium,Mid Floor
1.4,sector 102,1286.0,2,2,3,0,Relatively New,0,Medium,Low Floor
1.45,sector 102,1493.0,3,3,2,1,Relatively New,2,High,Mid Floor
1.2,sector 90,2144.0,3,3,3+,2,Moderately Old,0,Medium,Mid Floor
0.39,sector 106,567.0,1,1,1,0,Relatively New,0,Medium,Mid Floor
1.25,sector 71,1577.0,3,4,2,1,Relatively New,2,High,Mid Floor
1.59,sector 104,1403.0,2,2,2,0,Relatively New,0,Medium,High Floor
5.25,sector 111,4072.0,4,6,3+,1,Relatively New,2,Medium,Mid Floor
3.4,sector 111,2670.0,4,5,3+,1,Relatively New,0,Medium,High Floor
3.29,sector 112,2225.56,3,3,3+,1,Relatively New,2,High,Low Floor
2.49,sector 104,2217.0,3,3,3+,1,Relatively New,2,Medium,High Floor
1.75,sector 102,1748.0,3,4,3+,1,Relatively New,0,Medium,High Floor
2.29,sector 108,2779.0,4,5,3+,1,Relatively New,0,Medium,Mid Floor
2.15,sector 102,1945.0,3,4,3+,2,Relatively New,2,Medium,High Floor
0.89,sector 82,1202.0,2,2,2,1,Relatively New,2,Medium,High Floor
2.65,sector 50,2491.0,3,3,3+,1,Moderately Old,0,High,Mid Floor
0.86,sector 82,1294.0,2,2,2,1,Relatively New,2,Medium,High Floor
1.35,sector 79,1362.0,3,3,2,0,Relatively New,0,Medium,Mid Floor
1.69,sector 79,1795.0,3,3,2,0,Relatively New,0,Medium,Mid Floor
2.65,sector 104,2898.0,4,4,3+,1,Relatively New,2,Low,High Floor
1.75,sector 104,2036.0,3,4,3+,4,Relatively New,2,Low,High Floor
1.3,sector 107,1547.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
1.75,sector 102,1465.0,3,3,3,4,Relatively New,0,Low,Mid Floor
1.25,sector 90,1929.0,3,3,3+,2,Relatively New,0,Medium,Mid Floor
1.2,sector 79,1154.0,3,3,3+,0,Relatively New,2,Medium,High Floor
1.5,sector 79,1416.0,3,4,3+,1,Relatively New,2,Medium,High Floor
2.05,sector 69,1889.0,4,4,2,0,Relatively New,0,High,Low Floor
1.95,sector 69,1819.0,4,4,2,0,Relatively New,0,High,Low Floor
1.19,sector 69,1500.0,2,3,1,1,Relatively New,0,High,Low Floor
1.4,sector 69,1392.0,3,3,1,0,Relatively New,2,High,High Floor
1.75,sector 69,2056.0,3,4,2,0,Relatively New,2,High,Low Floor
1.36,sector 69,1291.0,3,3,1,1,Relatively New,0,Medium,High Floor
1.51,sector 69,1325.0,3,3,2,1,Relatively New,1,High,Low Floor
2.91,sector 81,3017.0,4,5,2,1,Relatively New,2,Medium,Mid Floor
1.1,sector 81,1319.0,3,2,3+,0,Relatively New,0,High,Mid Floor
0.85,sector 84,1561.0,3,3,3+,1,Relatively New,0,Medium,Mid Floor
0.41,sector 86,668.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
0.37,sector 84,532.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
0.88,sector 84,1652.0,3,3,3,1,Relatively New,0,Medium,High Floor
0.9,sector 84,1833.0,3,3,3,2,Relatively New,0,Medium,High Floor
1.43,sector 69,1305.0,3,3,2,1,Relatively New,0,Medium,Low Floor
1.38,sector 69,1709.0,3,3,1,0,Relatively New,0,High,High Floor
2.0,sector 69,1889.0,4,4,2,0,Relatively New,0,High,Low Floor
1.55,sector 69,1455.0,3,3,2,1,Relatively New,2,Medium,Low Floor
1.46,sector 69,1428.0,3,3,2,1,Relatively New,2,High,Low Floor
1.68,sector 69,1510.0,3,3,2,0,Relatively New,0,High,Low Floor
1.2,sector 69,1222.0,2,3,1,0,Relatively New,0,High,Low Floor
1.66,sector 69,1482.0,3,3,2,0,Relatively New,0,High,Low Floor
1.6,sector 69,1428.0,3,3,2,1,Relatively New,0,High,Low Floor
1.76,sector 69,1674.0,3,4,2,0,Relatively New,0,High,Low Floor
0.6,sector 84,1086.0,2,2,2,0,Relatively New,0,Medium,High Floor
0.92,sector 84,1652.0,3,3,3,2,Relatively New,0,Medium,Low Floor
0.69,sector 84,1222.0,2,2,3+,1,Relatively New,0,Medium,Mid Floor
1.51,sector 90,2362.0,4,4,3+,2,Relatively New,2,Medium,Mid Floor
0.65,sector 92,1574.0,3,3,2,0,Relatively New,0,Low,Mid Floor
0.51,sector 92,1131.0,3,2,2,0,Relatively New,0,Medium,Low Floor
0.63,sector 82,1026.0,2,2,3+,1,Relatively New,0,Medium,Low Floor
1.54,sector 86,2139.0,4,4,3+,3,Moderately Old,0,Medium,High Floor
0.95,sector 81,1150.0,2,2,2,0,Relatively New,2,High,High Floor
1.21,sector 90,1581.0,3,3,3+,1,Relatively New,0,Medium,High Floor
2.2,sector 81,1900.0,3,4,3+,1,Relatively New,1,Medium,Mid Floor
1.65,sector 90,2214.0,4,4,3+,0,Relatively New,2,High,High Floor
0.9,sector 84,1652.0,3,3,3,0,Relatively New,0,Medium,High Floor
0.54,sector 84,1086.0,2,2,3+,0,Relatively New,0,Medium,High Floor
1.02,sector 84,1896.0,4,4,3+,2,Relatively New,0,Medium,High Floor
1.78,sector 90,2005.0,4,4,3+,0,Relatively New,0,Medium,High Floor
1.29,sector 90,1817.0,3,3,3+,1,Relatively New,0,High,High Floor
1.25,sector 90,1557.0,3,3,3,1,Relatively New,0,Medium,High Floor
2.5,sector 81,2130.0,3,3,2,1,Relatively New,1,Medium,Mid Floor
2.52,sector 70a,2127.0,3,4,3,1,Relatively New,0,High,Mid Floor
2.3,sector 33,2000.0,4,4,3+,2,New Property,2,Low,Mid Floor
1.55,sector 33,1444.0,3,3,3+,0,New Property,2,Low,Mid Floor
1.2,sector 90,1747.0,3,3,3+,0,Relatively New,0,Low,High Floor
1.65,sector 90,2139.0,4,4,3+,1,Moderately Old,2,Medium,High Floor
1.25,sector 79,1656.0,3,3,3+,0,Relatively New,2,Low,High Floor
1.2,sector 79,1348.0,3,3,3,0,Relatively New,2,Low,High Floor
2.06,sector 69,1640.0,3,3,3,0,Relatively New,0,Low,High Floor
2.07,sector 69,1640.0,3,3,3,0,Relatively New,0,Low,High Floor
1.6,sector 70,2167.0,3,5,3,1,Relatively New,0,High,Mid Floor
1.31,sector 69,1392.0,3,3,2,1,Relatively New,2,High,High Floor
1.92,sector 69,1389.0,4,4,2,0,Relatively New,0,High,Low Floor
1.9,sector 69,1743.0,4,4,2,1,Relatively New,0,High,Mid Floor
3.1,sector 69,2817.0,4,6,3+,2,Relatively New,0,High,High Floor
1.4,sector 69,1376.0,3,3,1,1,Relatively New,0,High,High Floor
1.44,sector 69,1381.0,3,3,2,1,Relatively New,0,High,Low Floor
3.05,sector 69,2856.0,4,5,3+,2,Relatively New,0,Low,High Floor
1.28,sector 69,1428.0,3,3,2,1,Relatively New,2,Low,High Floor
1.6,sector 69,1428.0,3,3,2,1,Relatively New,0,Low,Low Floor
1.9,sector 69,1819.0,4,4,2,0,Relatively New,0,Low,Low Floor
1.7,sector 69,1428.0,3,3,2,1,Relatively New,0,Low,Low Floor
1.36,sector 69,1428.0,3,3,2,1,Relatively New,2,Low,High Floor
1.38,sector 69,1392.0,3,3,1,0,Relatively New,0,High,High Floor
1.15,sector 81,1352.0,3,2,3+,0,Relatively New,0,Medium,High Floor
1.4,sector 69,1419.0,3,3,1,0,Relatively New,0,High,High Floor
1.37,sector 69,1392.0,3,3,1,0,Relatively New,0,Medium,High Floor
1.4,sector 69,1419.0,3,3,1,1,Relatively New,0,Medium,High Floor
0.65,sector 83,950.0,2,2,2,0,Relatively New,2,High,Low Floor
0.6,sector 83,990.0,2,2,2,0,Relatively New,2,High,Low Floor
0.75,sector 77,1180.0,2,2,2,0,Relatively New,2,High,Mid Floor
0.95,sector 81,1260.0,2,2,2,0,Relatively New,2,High,High Floor
1.24,sector 84,1650.0,3,3,3,1,Relatively New,2,High,Mid Floor
0.9,sector 84,1525.0,3,3,3+,0,Relatively New,0,High,High Floor
1.3,sector 79,1213.0,3,3,3+,0,Relatively New,2,Medium,Low Floor
