price,sector,built_up_area,bedRoom,bathroom,balcony,extra_rooms,agePossession,furnishing_type,luxury_category,floor_category
7.0,gwal pahari,5430.0,4,4,3+,1,Relatively New,0,Medium,Mid Floor
1.8,sector 50,1870.0,3,4,3+,1,Moderately Old,2,High,Mid Floor
2.65,sector 50,2470.0,3,4,3+,1,Moderately Old,2,High,Mid Floor
1.05,sector 83,1618.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
1.88,sector 50,1790.0,3,3,3+,1,Moderately Old,2,High,High Floor
1.15,sector 84,1361.0,2,2,3,1,Relatively New,2,Low,Mid Floor
1.33,sector 83,2193.0,4,4,3,1,Relatively New,0,Low,Mid Floor
2.6,sector 50,2700.0,3,4,2,2,Relatively New,2,High,High Floor
2.97,sector 50,2600.0,3,3,3+,1,Moderately Old,2,High,Mid Floor
1.8,sector 69,1819.0,4,4,2,1,Relatively New,2,High,Mid Floor
1.78,sector 69,1819.0,4,4,2,1,Relatively New,2,High,Mid Floor
1.52,sector 69,1428.0,3,3,2,1,Relatively New,2,High,Mid Floor
1.55,sector 69,1428.0,3,3,2,1,Relatively New,2,High,Mid Floor
1.55,sector 86,1900.0,3,3,1,1,Relatively New,2,High,High Floor
0.4,sector 83,520.0,1,1,1,0,Relatively New,1,Medium,Mid Floor
2.4,sector 70a,1946.0,3,3,3,1,Relatively New,0,Medium,High Floor
1.37,sector 82,2000.0,3,3,3,3,Relatively New,2,Medium,High Floor
2.65,sector 49,1750.75,3,4,3,2,Moderately Old,2,Medium,High Floor
1.16,sector 104,2018.0,3,4,3+,1,Relatively New,2,Medium,Mid Floor
1.05,sector 104,2000.0,3,4,3+,1,Relatively New,2,Medium,Mid Floor
1.35,sector 104,3000.0,4,5,3+,4,Relatively New,0,Medium,Low Floor
1.35,sector 104,2991.0,4,5,3+,4,Relatively New,0,Medium,Low Floor
2.85,sector 66,1920.0,3,3,3,1,Relatively New,2,Medium,High Floor
0.35,sector 84,528.0,2,2,1,0,Relatively New,0,Low,Mid Floor
0.88,sector 107,1236.0,2,2,3+,0,Relatively New,0,Medium,Mid Floor
2.4,sector 102,2334.0,3,4,3+,1,Relatively New,2,Low,Mid Floor
3.6,sector 60,2604.0,4,5,3,1,Relatively New,2,Low,High Floor
7.5,gwal pahari,4842.0,4,4,3+,3,New Property,2,Low,High Floor
1.45,sector 113,1080.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
2.35,sector 50,1950.0,3,3,3+,0,Moderately Old,2,High,Mid Floor
0.94,sector 82,1299.0,2,2,2,1,Relatively New,2,Medium,High Floor
0.81,sector 82,1176.0,2,2,2,0,Relatively New,2,Medium,High Floor
3.1,sector 50,2450.0,3,4,3+,1,Moderately Old,2,High,Mid Floor
1.39,sector 82,1955.0,3,3,3+,2,Relatively New,2,Medium,High Floor
0.94,sector 82,1299.0,2,2,3+,1,Relatively New,2,Medium,Mid Floor
0.78,sector 82,1175.0,2,2,2,0,Relatively New,2,Medium,Low Floor
0.85,sector 82,1294.0,2,2,2,1,Relatively New,0,Medium,Mid Floor
0.69,sector 85,1075.0,2,2,2,0,Relatively New,0,Low,Mid Floor
2.03,sector 79,2031.0,3,4,3+,1,Relatively New,0,Medium,Mid Floor
0.8,sector 85,1390.0,3,4,3,1,Relatively New,2,Low,Mid Floor
0.65,sector 90,1050.0,2,2,3,1,Relatively New,0,Medium,Mid Floor
1.01,sector 84,1475.0,3,3,2,0,Relatively New,0,Low,High Floor
1.27,sector 90,2248.0,4,5,2,2,New Property,0,Medium,Mid Floor
0.84,sector 83,1127.0,2,2,2,0,Moderately Old,2,High,Mid Floor
1.77,sector 85,1450.0,3,4,3,1,Moderately Old,2,Medium,Mid Floor
1.68,sector 69,1819.0,4,4,2,1,Relatively New,0,Medium,Low Floor
1.66,sector 69,1783.0,4,4,1,1,Relatively New,0,Medium,High Floor
1.4,sector 69,1428.0,3,3,2,1,Relatively New,0,Medium,Low Floor
2.29,sector 81,1900.0,3,4,3+,1,Relatively New,1,Medium,High Floor
1.21,sector 90,1929.0,3,3,3+,2,Relatively New,0,Medium,Mid Floor
0.5,sector 92,1068.0,3,3,2,0,Relatively New,0,Low,Low Floor
0.71,sector 77,1057.0,2,2,2,1,Relatively New,0,Medium,Mid Floor
3.0,sector 65,1787.0,4,4,3+,1,Relatively New,0,Medium,Low Floor
1.2,sector 90,1572.0,3,3,3+,0,Relatively New,0,Medium,High Floor
3.25,sector 72,2986.0,3,3,3,1,Moderately Old,0,Medium,Low Floor
0.9,sohna road,1100.0,2,2,3+,1,Moderately Old,2,High,Mid Floor
1.07,sohna road,1600.0,3,3,3+,0,Relatively New,0,High,Mid Floor
1.2,sector 85,1484.0,2,2,3,0,Relatively New,2,High,High Floor
2.15,sector 85,2545.0,4,5,3+,1,Relatively New,0,High,Low Floor
1.72,sector 69,1783.0,4,4,1,0,Relatively New,0,Medium,High Floor
1.36,sector 69,1392.0,3,3,1,1,Relatively New,0,Medium,High Floor
1.75,sector 69,1783.0,4,4,1,0,Relatively New,0,Medium,High Floor
1.38,sector 69,1392.0,3,3,1,1,Relatively New,0,Medium,High Floor
1.29,sector 69,1419.0,3,3,1,1,Relatively New,2,Medium,High Floor
1.37,sector 69,1568.0,3,3,1,1,Relatively New,0,Medium,High Floor
1.32,sector 69,1419.0,3,3,1,1,Relatively New,2,Medium,High Floor
1.3,sector 69,1392.0,3,3,1,1,Relatively New,2,Medium,High Floor
1.3,sector 86,1747.0,3,3,3,1,Moderately Old,2,High,High Floor
1.5,sector 86,1550.0,3,3,1,0,Relatively New,0,High,High Floor
1.68,sector 69,1819.0,4,4,2,1,Relatively New,0,Medium,Low Floor
1.4,sector 69,1428.0,3,3,2,1,Relatively New,0,Medium,High Floor
1.5,sector 86,1719.0,3,3,1,1,Relatively New,0,Low,High Floor
0.5,sector 107,717.0,3,2,2,1,Relatively New,0,Low,Mid Floor
0.36,sector 107,598.0,2,2,1,1,Relatively New,0,Low,Mid Floor
3.1,sector 72,3374.0,4,5,3+,4,Moderately Old,0,Medium,Mid Floor
0.31,sector 95,610.0,2,2,1,1,Relatively New,2,Medium,Mid Floor
0.71,sector 92,1473.0,3,3,3,1,Relatively New,0,Medium,Low Floor
1.15,sector 83,1607.0,3,3,1,0,Moderately Old,2,Medium,Mid Floor
1.05,sector 83,1600.0,3,2,2,0,Moderately Old,2,Medium,Low Floor
2.1,sector 61,1592.0,3,3,3,0,Relatively New,2,Low,High Floor
0.28,sector 107,543.0,2,2,2,0,Relatively New,0,Low,Low Floor
0.28,sector 107,543.0,2,2,2,0,Relatively New,0,Low,High Floor
0.28,sector 107,543.0,2,2,2,0,Relatively New,0,Low,High Floor
0.28,sector 107,543.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.23,sector 103,400.0,1,1,1,0,Relatively New,0,Low,Mid Floor
0.35,sector 107,608.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.51,sector 107,717.0,3,2,2,1,Relatively New,0,Low,Mid Floor
0.35,sector 107,608.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.28,sector 107,543.0,2,2,2,0,Relatively New,0,Low,High Floor
0.36,sector 107,608.0,2,2,2,0,Relatively New,0,Low,Mid Floor
2.0,sector 65,1833.0,3,3,3,1,Relatively New,2,Medium,Low Floor
2.7,sector 66,2501.0,4,4,3,2,Relatively New,2,Low,Mid Floor
4.94,sector 65,2754.0,3,4,3,1,Moderately Old,0,High,High Floor
1.75,sector 69,1819.0,4,4,2,0,Relatively New,2,Medium,Mid Floor
1.25,sector 90,2330.0,4,5,2,2,Relatively New,0,High,Mid Floor
0.92,sector 90,1493.0,3,4,3,1,Relatively New,0,Medium,Mid Floor
1.3,sector 90,2134.0,4,5,2,2,Relatively New,0,Medium,Mid Floor
0.62,sector 69,536.0,2,2,1,0,Relatively New,2,Medium,Mid Floor
1.92,sector 69,2172.0,4,5,3+,1,Relatively New,2,High,Mid Floor
2.0,sector 56,2253.0,4,4,3,1,Relatively New,2,Low,Mid Floor
2.0,sector 70,2172.0,4,5,3+,1,Relatively New,2,Low,Low Floor
0.75,manesar,2717.0,3,4,3,1,Relatively New,0,Low,Mid Floor
1.85,sector 85,2179.0,3,4,3,2,Relatively New,2,Low,Low Floor
0.89,sector 91,1302.0,2,2,3+,1,Relatively New,2,Low,Mid Floor
1.25,sector 85,1616.0,3,4,2,1,Relatively New,2,Low,Mid Floor
2.15,sector 102,1690.0,3,3,3,0,Relatively New,2,Low,Mid Floor
3.05,sector 67,2029.0,3,3,3+,1,Relatively New,2,High,High Floor
2.65,sector 67,1900.0,3,3,3,1,Relatively New,2,High,Low Floor
0.49,sector 81,700.0,2,2,3,0,Relatively New,0,Medium,Mid Floor
1.82,sector 70a,1600.0,3,3,3,0,Relatively New,0,Medium,High Floor
0.5,sector 81,700.0,2,2,3,0,Relatively New,0,Medium,Mid Floor
0.92,sector 77,1602.0,3,3,3,1,Relatively New,2,Low,High Floor
1.65,sector 70,1586.0,3,4,3,1,Relatively New,1,High,Low Floor
1.1,sector 70a,1312.0,2,2,2,1,Relatively New,0,Low,Mid Floor
1.55,sector 70a,1600.0,3,3,3,4,Relatively New,0,Low,Mid Floor
1.25,sector 70a,1300.0,3,3,2,1,Relatively New,0,Low,Low Floor
1.6,sector 70a,1600.0,4,4,3,2,Relatively New,0,Low,Low Floor
1.15,sector 70,1222.0,2,2,3,2,Relatively New,0,Low,Mid Floor
1.6,sector 70,1527.0,3,3,3,4,Relatively New,0,Low,Mid Floor
4.0,sector 81,3801.0,4,5,3+,1,Relatively New,2,Medium,High Floor
2.22,sector 81,2407.0,3,4,3+,1,Relatively New,2,High,High Floor
3.0,sector 81,2882.0,4,5,2,1,Relatively New,2,Medium,Mid Floor
1.0,sector 82,1299.0,2,2,2,1,Relatively New,2,Medium,High Floor
10.75,sector 62,4990.0,5,7,3,1,Relatively New,2,High,Mid Floor
9.14,sector 62,3932.0,4,6,3,3,Relatively New,2,Medium,High Floor
8.35,sector 62,3872.0,4,6,3,2,Relatively New,2,High,High Floor
0.73,manesar,1705.0,3,3,3+,1,Moderately Old,0,Medium,Low Floor
0.95,manesar,2232.0,3,4,3,1,Moderately Old,0,Medium,Mid Floor
0.48,manesar,993.0,2,2,3,0,Moderately Old,0,Medium,Mid Floor
0.86,manesar,1900.0,3,3,3+,1,Moderately Old,0,Medium,Mid Floor
0.81,manesar,1900.0,3,3,3+,1,Moderately Old,0,Medium,Low Floor
2.9,sector 67,1852.0,3,3,3,1,Relatively New,2,Low,Low Floor
0.37,sector 71,425.0,1,1,2,0,Relatively New,2,Low,Low Floor
0.59,sector 71,639.0,2,2,1,0,Moderately Old,0,Medium,Mid Floor
0.6,sector 71,557.0,2,2,1,1,Relatively New,0,Medium,Mid Floor
0.37,sector 71,450.0,1,1,2,0,Relatively New,0,Medium,Low Floor
0.9,sector 107,1236.0,2,2,3+,0,Relatively New,0,Low,Mid Floor
1.66,sector 70,1527.0,3,5,3,1,Relatively New,0,Medium,Mid Floor
2.0,sector 90,2468.0,4,4,3+,2,Moderately Old,0,Low,High Floor
1.67,sector 70,1527.0,3,5,3,1,Moderately Old,0,Medium,Mid Floor
1.1,sector 70,1444.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
1.6,sector 70,1527.0,3,5,3,1,Relatively New,0,Medium,Mid Floor
1.07,sector 70,1222.0,2,2,3,1,Relatively New,0,Medium,Mid Floor
1.76,sector 69,1819.0,4,4,2,0,Relatively New,0,Medium,Mid Floor
1.55,sector 69,1428.0,3,3,2,1,Relatively New,0,Medium,Mid Floor
5.5,gwal pahari,5249.0,4,5,3+,3,New Property,0,High,High Floor
0.27,sector 99a,538.0,2,2,1,1,Relatively New,0,Low,Mid Floor
0.26,sector 99a,611.0,2,2,1,1,Relatively New,0,Medium,Mid Floor
1.25,sector 102,1100.0,2,2,2,0,Relatively New,0,Medium,Low Floor
2.1,sector 102,1945.0,3,4,3+,2,Relatively New,0,Medium,Mid Floor
0.95,sector 106,940.0,2,2,3+,0,Relatively New,0,Low,Low Floor
0.92,sector 106,940.0,2,2,3+,0,Relatively New,0,High,Low Floor
1.25,sector 106,1186.0,3,4,3+,1,Relatively New,0,High,Mid Floor
0.87,sector 106,1120.0,2,2,3+,0,New Property,0,High,Low Floor
1.2,sector 106,1186.0,3,4,3+,1,Relatively New,0,High,Mid Floor
0.8,sector 37d,1310.0,2,2,3,1,Relatively New,0,High,Mid Floor
0.98,sector 37d,1675.0,3,3,3+,1,Relatively New,0,High,Mid Floor
1.32,sector 113,1199.0,2,2,2,0,Relatively New,0,Low,Mid Floor
1.35,sector 56,1800.0,3,3,3,1,Old Property,2,Medium,Mid Floor
3.45,sector 111,2670.0,4,5,3+,1,Relatively New,0,Medium,Mid Floor
2.4,sector 81,2407.0,3,4,3+,2,New Property,2,High,Mid Floor
3.45,sector 81,2599.0,4,4,3+,1,New Property,1,High,Mid Floor
2.25,sector 81,1929.0,3,3,3+,1,Relatively New,1,High,High Floor
1.25,sector 37c,1563.0,3,3,3,1,Relatively New,0,Low,Low Floor
1.43,sector 37c,1834.0,3,3,3+,2,Relatively New,0,Low,Low Floor
1.27,sector 37c,1595.0,3,3,3,1,Relatively New,0,Low,Low Floor
1.43,sector 37c,1845.0,3,3,3+,3,Relatively New,0,Low,Low Floor
1.25,sector 37c,1563.0,3,3,3,1,Relatively New,0,Low,Low Floor
1.44,sector 37c,1789.0,3,3,3+,3,Relatively New,0,Low,Low Floor
1.27,sector 37c,1581.0,3,3,3,2,Relatively New,0,Low,Low Floor
1.1,sector 37c,1899.0,3,4,3,2,Relatively New,0,Low,Mid Floor
1.4,sector 37c,2343.0,4,5,3,4,Relatively New,0,Low,Mid Floor
0.99,sector 37c,1660.0,3,4,3,1,Relatively New,0,Low,Mid Floor
0.86,sector 37c,1442.0,2,3,3,2,Relatively New,0,Low,Mid Floor
0.98,sector 37c,1660.0,3,4,3,2,Relatively New,0,Low,Mid Floor
0.85,sector 37c,1442.0,2,3,3,1,Relatively New,0,Low,Mid Floor
1.79,sector 37d,1808.0,4,3,3,1,Relatively New,2,Low,High Floor
1.5,sector 37d,1686.0,3,3,3,1,Relatively New,0,Low,High Floor
1.77,sector 37d,2025.0,4,3,3,4,Relatively New,0,Low,High Floor
1.5,sector 37d,1692.0,3,3,3,1,Relatively New,0,Low,High Floor
1.49,sector 37d,1707.0,3,3,3,1,Relatively New,0,Low,High Floor
1.8,sector 37d,2025.0,4,3,3,3,Relatively New,0,Low,High Floor
1.06,sector 85,1512.0,2,2,2,0,Relatively New,0,Low,High Floor
1.14,sector 85,1604.0,2,2,3,0,Relatively New,0,Low,High Floor
0.36,sector 84,531.0,2,2,1,1,Relatively New,1,Medium,Mid Floor
0.34,sector 84,537.0,2,2,1,1,Relatively New,2,Medium,Low Floor
0.34,sector 84,533.0,2,2,1,1,Relatively New,0,Medium,Mid Floor
0.35,sector 84,531.0,2,2,1,1,Relatively New,0,Medium,Mid Floor
1.05,sector 85,1484.0,2,2,3,0,Relatively New,0,Low,High Floor
1.72,sector 49,2444.0,3,3,2,0,Old Property,2,Medium,Low Floor
1.55,sector 70,1527.0,3,5,3,1,Relatively New,0,High,Mid Floor
1.5,sector 70,1527.0,3,5,3,1,Relatively New,2,High,Mid Floor
2.05,sector 56,2000.0,4,4,3,2,Relatively New,2,Low,Mid Floor
2.11,sector 56,2250.0,3,2,3,1,Relatively New,2,Medium,Mid Floor
1.18,sector 70a,1400.0,2,2,3,1,New Property,0,Medium,Mid Floor
1.15,sector 70a,1400.0,2,2,3,1,New Property,0,Medium,Mid Floor
1.66,sector 70a,1900.0,3,3,3+,1,New Property,0,Medium,Mid Floor
1.68,sector 70a,1900.0,3,3,3+,1,New Property,0,Medium,Mid Floor
3.95,sector 108,1900.0,3,4,2,1,Relatively New,0,Low,High Floor
2.1,sector 62,1500.0,2,2,3,1,New Property,2,Low,High Floor
1.64,sector 70a,1950.0,3,3,3+,1,New Property,0,Medium,Mid Floor
1.69,sector 70a,1900.0,3,3,3+,1,New Property,0,High,Mid Floor
6.15,sector 65,3027.0,3,3,3,2,Moderately Old,2,Medium,High Floor
6.1,sector 65,3027.0,3,3,3,2,Moderately Old,2,High,High Floor
1.59,sector 82a,1668.0,3,3,3+,1,Relatively New,1,High,Mid Floor
1.08,sector 77,1810.0,3,4,3+,3,Relatively New,2,High,Mid Floor
1.09,sector 77,1833.0,3,4,3+,2,Relatively New,2,High,Mid Floor
0.85,sector 70a,842.0,2,2,2,0,Relatively New,2,Low,Mid Floor
3.95,sector 108,1900.0,3,5,2,1,New Property,0,Medium,High Floor
2.5,sector 108,1480.0,3,3,2,0,New Property,0,High,High Floor
2.05,sector 56,2500.0,4,4,3+,1,Relatively New,2,Medium,Mid Floor
2.45,sector 56,2900.0,4,4,3+,1,Relatively New,2,Medium,Low Floor
1.5,sector 56,1900.0,3,3,3+,1,Relatively New,2,Medium,Mid Floor
1.45,sector 52,1800.0,3,3,3+,1,Relatively New,2,Medium,Mid Floor
1.2,sector 85,1300.0,2,2,3,0,Relatively New,2,High,Mid Floor
2.4,sector 65,1600.0,3,3,3,2,Relatively New,2,Low,Mid Floor
2.5,sector 81,1700.0,3,3,2,1,Relatively New,1,High,High Floor
1.55,sector 83,1400.0,3,3,3,1,Relatively New,2,High,Mid Floor
1.76,sector 83,1500.0,3,3,3,1,Relatively New,2,High,Mid Floor
1.76,sector 83,1600.0,3,3,3,1,Relatively New,2,High,Mid Floor
1.4,sector 80,1854.0,3,4,2,2,Moderately Old,0,Medium,Mid Floor
1.1,sector 80,1580.0,3,3,3,1,Moderately Old,0,Medium,Mid Floor
2.45,sector 81,1800.0,3,3,2,1,Relatively New,2,High,Mid Floor
3.8,sector 58,1700.0,3,4,1,1,Moderately Old,2,High,High Floor
5.75,sector 54,1900.0,3,4,3,1,Relatively New,1,High,High Floor
10.0,sector 54,3000.0,4,5,3+,1,Moderately Old,1,High,High Floor
6.2,sector 28,2000.0,3,4,3+,1,Relatively New,2,High,High Floor
1.75,sector 83,1600.0,3,3,3,1,Relatively New,2,High,Mid Floor
2.4,sector 81,1800.0,3,3,2,1,Relatively New,1,High,Mid Floor
1.75,sector 83,1600.0,3,3,3,1,Relatively New,2,High,Mid Floor
1.4,sector 80,1922.0,3,4,2,2,Moderately Old,0,Medium,Mid Floor
0.17,sector 95,3569.0,1,1,1,0,Relatively New,0,Medium,High Floor
0.2,sector 95,407.0,1,1,1,0,Relatively New,0,Medium,Mid Floor
1.2,sector 71,1466.0,3,3,3,1,Relatively New,2,Low,Mid Floor
1.26,sector 102,1100.0,2,2,3,0,Relatively New,2,Low,Mid Floor
1.34,sector 103,1560.0,3,3,3+,1,Relatively New,0,Medium,High Floor
2.5,sector 104,2851.0,4,4,3+,1,New Property,0,Low,High Floor
3.7,sector 111,2650.0,4,5,3+,1,Relatively New,2,High,High Floor
0.6,manesar,1277.0,3,2,2,0,Moderately Old,0,Medium,Mid Floor
2.2,sector 84,3108.0,4,4,3+,1,Relatively New,0,Medium,High Floor
7.0,sector 54,2715.0,4,6,3+,3,Moderately Old,2,Medium,High Floor
2.6,sector 104,2851.0,4,4,3+,1,Relatively New,0,Medium,High Floor
5.8,sector 59,3361.0,3,4,3,1,New Property,2,Low,High Floor
1.8,sector 70,1765.0,3,3,3+,1,New Property,2,Low,Mid Floor
1.4,sector 74,1289.0,2,2,2,0,New Property,2,High,High Floor
2.05,sector 85,2500.0,4,4,3+,1,Relatively New,2,Low,Mid Floor
1.17,sector 85,1550.0,2,3,3,1,Relatively New,0,Low,Mid Floor
1.58,sector 86,1750.0,3,3,1,1,Relatively New,2,High,High Floor
1.25,sector 90,1640.0,3,3,3,1,Relatively New,0,High,Mid Floor
0.37,sector 95,716.0,3,2,1,1,Relatively New,2,Medium,Mid Floor
0.38,sector 95,716.0,3,2,1,1,Relatively New,2,Medium,Low Floor
0.32,sector 95,610.0,2,2,1,1,Relatively New,2,Medium,Mid Floor
0.32,sector 95,610.0,2,2,1,1,Relatively New,2,Medium,Mid Floor
0.2,sector 95,407.0,1,1,1,1,Relatively New,0,Medium,Mid Floor
0.2,sector 95,407.0,1,1,1,1,Relatively New,0,Medium,Low Floor
1.22,sector 82,2000.0,3,5,3+,2,Relatively New,2,Medium,Mid Floor
1.35,sector 84,1750.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
0.55,sector 71,600.0,2,2,1,0,Relatively New,2,Low,Mid Floor
1.12,sector 92,2322.0,4,4,2,1,Relatively New,0,Medium,High Floor
1.1,sector 92,2286.0,4,4,3,1,Relatively New,0,Medium,Mid Floor
0.68,sector 92,1442.0,3,3,2,1,Relatively New,0,Medium,High Floor
1.19,sector 92,2533.0,4,3,3,1,Relatively New,0,Medium,High Floor
0.47,sector 102,582.0,2,2,1,1,Relatively New,0,Medium,Mid Floor
2.95,sector 109,3150.0,4,4,3+,2,Relatively New,2,High,Mid Floor
0.98,sector 2,1416.0,2,2,3,1,Moderately Old,0,Medium,High Floor
1.55,sector 2,1738.0,3,4,3+,1,Moderately Old,0,Medium,Mid Floor
1.01,sector 2,1281.0,2,2,3,0,Moderately Old,0,Medium,Low Floor
1.51,sector 2,1738.0,3,4,3+,1,Moderately Old,0,Medium,Mid Floor
1.4,sector 2,1611.0,3,3,3+,0,Moderately Old,0,Medium,Mid Floor
1.59,sector 2,1738.0,3,4,3+,1,Moderately Old,0,Medium,High Floor
0.56,sector 2,723.0,1,2,2,0,Moderately Old,0,Medium,Mid Floor
2.0,sector 102,1900.0,3,4,3+,2,Relatively New,2,High,High Floor
1.35,sector 102,1400.0,3,4,3+,2,Relatively New,2,High,Mid Floor
1.9,sector 102,2500.0,3,3,3+,1,Relatively New,0,High,Low Floor
1.7,sector 102,1700.0,3,4,3+,2,Relatively New,2,High,Mid Floor
1.15,sector 106,1650.0,3,3,3,2,Relatively New,2,High,High Floor
1.1,sector 84,1710.0,3,3,3+,0,Moderately Old,2,Medium,High Floor
1.3,sector 102,1315.0,3,3,3,1,Relatively New,2,Medium,Mid Floor
4.85,sector 58,3182.0,4,5,3,4,Relatively New,2,Low,High Floor
2.2,sector 58,1528.0,2,2,1,1,Relatively New,2,Low,Mid Floor
1.25,sector 108,1500.0,3,3,3,2,Relatively New,0,High,Low Floor
1.55,sector 108,1750.0,3,3,3+,2,Relatively New,2,High,Mid Floor
1.9,sector 102,1700.0,3,3,3+,1,New Property,0,High,High Floor
1.6,sector 92,1615.0,3,4,3+,2,Relatively New,2,High,Mid Floor
3.0,sector 66,1900.0,4,5,3+,1,Relatively New,2,Low,Mid Floor
2.2,sector 58,1244.0,2,2,2,0,Relatively New,0,Low,Mid Floor
5.2,sector 112,3655.35,4,6,3+,2,Relatively New,2,High,High Floor
2.35,sector 28,1700.0,3,4,3,1,Old Property,2,Medium,Mid Floor
2.77,sector 65,2194.0,4,4,3+,2,Relatively New,1,High,Mid Floor
2.7,sector 65,1833.0,3,3,3,2,Relatively New,2,Medium,Mid Floor
2.35,sector 65,1833.0,3,3,3,2,Relatively New,2,Medium,Mid Floor
2.79,sector 65,2194.0,4,4,3+,2,Relatively New,1,High,Low Floor
2.3,sector 65,1833.0,3,4,3,4,Relatively New,1,High,Mid Floor
2.1,sector 56,2200.0,3,4,3+,1,Old Property,2,High,Mid Floor
1.35,sector 56,1275.0,3,2,2,1,Old Property,0,High,Low Floor
2.23,sector 104,2359.0,3,4,3+,1,Relatively New,2,High,Mid Floor
2.08,sector 108,2631.0,4,4,3+,1,Relatively New,0,Medium,Mid Floor
1.3,sector 108,1661.0,3,3,3+,1,Relatively New,0,High,Mid Floor
0.48,sector 102,582.0,2,2,1,1,Relatively New,0,High,Mid Floor
2.33,sector 108,1711.0,3,3,3,1,Relatively New,2,High,High Floor
1.75,sector 48,2200.0,3,3,3,1,Old Property,2,Medium,Mid Floor
1.6,sector 48,1700.0,3,3,3,1,Old Property,2,Medium,High Floor
1.5,sector 48,1600.0,3,3,3,0,Old Property,2,Medium,Low Floor
1.9,sector 49,1600.0,3,3,3,1,Old Property,2,Low,Low Floor
3.7,sector 60,2534.0,4,5,3,1,Relatively New,2,High,Mid Floor
3.75,sector 60,2534.0,4,5,3,1,Relatively New,0,High,High Floor
3.4,sector 67,2123.0,3,4,3,1,Relatively New,2,Medium,High Floor
2.2,sector 109,1860.0,3,4,3,1,Relatively New,0,High,Mid Floor
0.83,sector 83,1154.0,2,2,2,1,Relatively New,0,High,High Floor
1.45,sector 102,1493.0,3,3,3,1,Relatively New,0,High,Mid Floor
1.77,sector 102,1653.0,3,3,3,0,Relatively New,0,High,Low Floor
0.97,sector 102,742.0,2,2,2,0,Relatively New,0,High,Mid Floor
2.35,sector 102,2351.0,3,3,3,2,Relatively New,2,High,High Floor
1.9,sector 102,1710.0,3,4,3,1,Relatively New,2,High,Mid Floor
0.43,sector 86,557.0,2,2,1,1,New Property,0,Medium,Mid Floor
1.62,sector 70,1527.0,3,5,3,1,Relatively New,0,Low,Mid Floor
1.99,sector 85,2398.0,3,4,3+,1,Relatively New,2,High,High Floor
1.23,sector 70,1222.0,2,2,3,1,Relatively New,0,Low,Low Floor
1.63,sector 70,1527.0,3,5,3,1,Relatively New,0,Low,High Floor
1.64,sector 70,1527.0,3,5,3,1,Relatively New,0,Medium,Mid Floor
1.25,sector 70,1222.0,2,2,3,1,Relatively New,0,Low,Mid Floor
1.9,sector 109,2765.0,4,4,3,1,Relatively New,0,High,Mid Floor
1.2,sector 109,1701.0,3,2,2,0,Relatively New,0,High,Mid Floor
1.63,sector 109,2303.0,3,3,2,1,Relatively New,0,High,Mid Floor
1.23,sector 90,1578.0,3,3,2,1,Relatively New,0,Low,High Floor
0.43,sector 86,557.0,2,2,1,1,New Property,0,Medium,Mid Floor
1.07,sector 85,1484.0,2,2,3,1,Relatively New,0,Medium,High Floor
1.73,sector 85,2017.0,4,5,3+,1,Relatively New,0,Low,Mid Floor
1.45,sector 85,1616.0,3,4,2,1,New Property,0,Low,Mid Floor
1.87,sector 82a,1668.0,3,3,3,1,Moderately Old,0,Low,High Floor
1.85,sector 82a,1677.0,3,3,3,1,Moderately Old,0,Low,High Floor
1.75,sector 90,2005.0,4,4,3+,1,Relatively New,0,Low,Mid Floor
1.23,sector 86,1339.0,2,2,3,1,Relatively New,0,Low,High Floor
1.25,sector 86,1339.0,2,2,3,1,Moderately Old,0,Low,High Floor
5.6,sector 112,3655.35,4,6,3+,1,Relatively New,2,High,Mid Floor
1.45,sector 81,1650.0,3,3,3,1,Relatively New,2,Medium,Mid Floor
2.7,sector 82a,1891.0,4,4,3+,1,Moderately Old,0,Low,High Floor
0.42,sector 86,557.0,2,2,1,4,New Property,0,Medium,Low Floor
3.45,sector 81,2527.0,4,4,3+,1,Moderately Old,0,Medium,High Floor
3.25,sector 81,2491.0,4,4,3+,1,Moderately Old,0,Low,High Floor
0.35,sector 37c,850.0,2,2,1,0,Relatively New,2,High,Mid Floor
0.33,sector 37c,850.0,2,2,1,0,Relatively New,2,High,Mid Floor
1.1,sector 37d,1700.0,3,3,3,0,Relatively New,0,Medium,Mid Floor
1.08,sector 37d,1700.0,3,3,3,0,Relatively New,0,High,Mid Floor
1.4,sector 37d,1711.0,3,3,3,0,Relatively New,2,Medium,Mid Floor
1.65,sector 37d,2091.0,4,3,3+,0,Relatively New,2,Medium,Mid Floor
1.67,sector 37d,2091.0,4,4,3,0,Relatively New,2,Medium,High Floor
1.45,sector 37d,1711.0,3,3,3,0,Relatively New,0,Medium,Mid Floor
2.61,sector 102,2200.0,3,3,3,2,Relatively New,0,Low,High Floor
1.32,sector 103,1300.0,3,3,3+,1,Relatively New,0,Low,Mid Floor
1.45,sector 102,1300.0,3,3,3,1,Relatively New,0,Low,Mid Floor
